beta,theta,M,Z,U,S,F,TrU,TrT,TrV
5.430107179652065,10.0,38,325.007074505091,0.1361526792106413,6.523170590711365,-1.0651441598564169,0.1361526792105503,0.1417047822119474,-0.0055521030013976
54.30107179652066,1.0,38,7.070129304957868,0.0318757845341034,3.686768033542405,-0.0360191558707125,0.0318757845342496,0.0492279334869619,-0.0173521489527122
543.0107179652066,0.1,38,341.8595348777606,-0.0107445389758492,1.1248264353324844e-07,-0.0107445391829955,-0.0107445389754509,0.0059848812411371,-0.016729420216588
5.430107179652065,10.0,54,543.3080631049737,0.1680840685978948,7.210391002106904,-1.1597702008585158,0.1680840685978392,0.1742141293223032,-0.0061300607244636
54.30107179652066,1.0,54,7.198543731649168,0.0329664308179115,3.763991272790076,-0.0363506406184436,0.0329664308178621,0.0505457839689462,-0.0175793531510842
543.0107179652066,0.1,54,348.5108225405937,-0.0107800251046766,1.1258080101597145e-07,-0.0107800253120037,-0.0107800251041828,0.0059083236648711,-0.0166883487690539
5.430107179652065,10.0,66,693.9250148404043,0.1920912157968441,7.585439796935363,-1.2048314499950676,0.1920912157968409,0.1979617878470424,-0.005870572050203
54.30107179652066,1.0,66,7.364425078456245,0.0329796046399847,3.787488864934926,-0.03677019475859,0.0329796046399664,0.0511936002014204,-0.0182139955614541
543.0107179652066,0.1,66,348.6618923278377,-0.0107808231461238,1.4589798825213832e-07,-0.0107808234148072,-0.0107808231463729,0.0058970783344431,-0.0166779014808161
5.430107179652065,10.0,114,1277.1563516214535,0.2648314080293621,8.590454215340582,-1.3171731327891152,0.264831408029325,0.2710289943300629,-0.0061975863007323
54.30107179652066,1.0,114,7.438278538330653,0.033301283819169,3.8149348463970663,-0.0369539564584549,0.0333012838192598,0.0516885207694921,-0.0183872369502326
543.0107179652066,0.1,114,350.2767033116592,-0.0107893326545422,1.519210172638573e-07,-0.0107893329343176,-0.0107893326541756,0.0058633545481354,-0.0166526872023111
5.430107179652065,10.0,162,1850.2837278820216,0.3148627504581645,9.232832754603534,-1.3854412120862964,0.3148627504581762,0.3218041212257138,-0.0069413707675386
54.30107179652066,1.0,162,7.449831695990567,0.0333614452466532,3.819753674568288,-0.0369825378128678,0.0333614452464628,0.0517531331049054,-0.0183916878584415
543.0107179652066,0.1,162,351.35651858788066,-0.0107950010634684,1.525322738696504e-07,-0.0107950013443694,-0.0107950010632897,0.005845748786877,-0.0166407498501667
5.430107179652065,10.0,186,2040.7660017573896,0.3357591591874599,9.444288728354447,-1.403486202993327,0.3357591591874519,0.3428205339403758,-0.0070613747529246
54.30107179652066,1.0,186,7.45131548125511,0.033367897755688,3.8203032031996904,-0.036986205336702,0.0333678977557389,0.0517591102315884,-0.0183912124758491
543.0107179652066,0.1,186,351.5849757521228,-0.0107961980995301,1.5249712620680976e-07,-0.0107961983803664,-0.0107961980996498,0.0058423438720428,-0.0166385419716926
5.430107179652065,10.0,246,2435.569988910668,0.3788466663418421,9.855114092702092,-1.4360556489626526,0.3788466663418291,0.3862842145684778,-0.0074375482266568
54.30107179652066,1.0,246,7.452785677572434,0.0333712949061114,3.8206849595944288,-0.0369898385520174,0.0333712949061226,0.051759456317462,-0.0183881614113398
543.0107179652066,0.1,246,351.9777574013632,-0.0107982543215764,1.5247077151039477e-07,-0.0107982546023642,-0.0107982543212976,0.0058365954721976,-0.0166348497934953
5.430107179652065,10.0,294,2696.2944495321435,0.4066899714720902,10.10800381723704,-1.454784117863419,0.4066899714720963,0.4142959647716052,-0.0076059932995075
54.30107179652066,1.0,294,7.453636225151325,0.0333712158073136,3.8207947827203146,-0.0369919401362331,0.0333712158070185,0.0517574654003055,-0.0183862495932859
543.0107179652066,0.1,294,352.18861507912294,-0.0107993572204906,1.5251963420245788e-07,-0.0107993575013683,-0.0107993572208824,0.005833394656677,-0.0166327518775595
5.430107179652065,10.0,342,2907.618048524094,0.429835767639122,10.309143772881098,-1.4686799396588797,0.4298357676391278,0.4376938371891568,-0.0078580695500418
54.30107179652066,1.0,342,7.454131530980251,0.0333710495325111,3.820852203182457,-0.0369931638572377,0.0333710495323508,0.051756017472476,-0.0183849679401243
543.0107179652066,0.1,342,352.347163951413,-0.0108001860814923,1.5251867874451513e-07,-0.0108001863623683,-0.0108001860818504,0.0058310695805593,-0.0166312556624097
5.430107179652065,10.0,358,2963.264469337133,0.4364045665742739,10.36377037106385,-1.472171089151164,0.4364045665742675,0.4443291322995842,-0.0079245657253161
54.30107179652066,1.0,358,7.454215351249976,0.0333710781566253,3.820865002246219,-0.0369933709386693,0.033371078156675,0.0517557696458524,-0.0183846914891782
543.0107179652066,0.1,358,352.39056791550905,-0.0108004129235146,1.525059518137924e-07,-0.0108004132043672,-0.0108004129236142,0.0058304727753162,-0.0166308856989304
5.430107179652065,10.0,406,3093.708804305128,0.4531567629338014,10.497815702362908,-1.4801044702331572,0.4531567629338069,0.4611929218479186,-0.0080361589141168
54.30107179652066,1.0,406,7.4544369583854255,0.0333710156221063,3.8208913352158462,-0.0369939184170164,0.0333710156221184,0.0517550660090438,-0.0183840503869253
543.0107179652066,0.1,406,352.49048592492824,-0.0108009350185509,1.524852816813538e-07,-0.0108009352993654,-0.0108009350189684,0.0058290825916418,-0.0166300176106101
5.430107179652065,10.0,502,3301.6176482603883,0.480702173453574,10.71243214713469,-1.492082486723445,0.4807021734535708,0.4890133564868879,-0.0083111830333221
54.30107179652066,1.0,502,7.454750672549252,0.0333708172166395,3.8209226449206826,-0.0369946934170844,0.0333708172164713,0.0517538535819139,-0.0183830363654425
