qdot,S_q,Suu_q,Sud_q,Sx_q,Sc_q,q,D_q,beta,theta,M
11,0.999531525387423,0.9995341621552256,-2.6367678025614873e-06,-0.0004734077461683,7.569901393828496e-06,1.026053507410312,24,5.430107179652065,10.0,66
12,0.9993812311136758,0.99938219862836,-9.675146842549065e-07,-0.0006178013716399,0.0,1.0716779367306564,4,5.430107179652065,10.0,66
16,0.9996340361096666,0.9996343875124826,-3.51402815909666e-07,-0.0003656124875174,0.0,1.2374670905120544,3,5.430107179652065,10.0,66
1,0.7853633287234904,0.8981143418637452,-0.1127510131402548,-0.0552633317624511,-0.0466223263738042,0.3093667726280136,6,54.30107179652066,1.0,66
2,1.015427831426202,1.0112174997712302,0.0042103316549718,-0.0053081443301074,0.0165256441013377,0.4375106855981304,12,54.30107179652066,1.0,66
3,1.0041095577119052,1.003166104008625,0.0009434537032802,-0.0008415908719463,0.0040076948805713,0.5358389683653282,8,54.30107179652066,1.0,66
4,1.012086382247959,1.0062045195887854,0.0058818626591737,-0.001266244943786,0.0074707645325714,0.6187335452560272,6,54.30107179652066,1.0,66
5,1.0007619945782098,0.9998333574440336,0.0009286371341762,-0.0004631176516786,0.0002964750957121,0.6917651335759597,24,54.30107179652066,1.0,66
6,1.000105707486436,0.9998100909788652,0.0002956165075709,-8.095901934490402e-05,-0.00010895000179,0.7577907363102548,24,54.30107179652066,1.0,66
8,0.999991320752355,0.999954049426391,3.727132596394998e-05,-3.322550747169623e-05,-1.2725066137267996e-05,0.8750213711962608,12,54.30107179652066,1.0,66
9,0.9999985215763864,0.9999818242588004,1.669731758616249e-05,-3.305358457549303e-05,1.4877843375867116e-05,0.9281003178840408,30,54.30107179652066,1.0,66
10,0.9999814668662124,0.9999811322962788,3.345699335255533e-07,-9.327356270589284e-06,-9.540347450584658e-06,0.978303633879958,24,54.30107179652066,1.0,66
11,0.9999990065615956,0.9999982758761906,7.306854050377818e-07,-6.747223022409964e-07,-1.0494015071637564e-06,1.026053507410312,24,54.30107179652066,1.0,66
12,1.0000055918187245,0.9999986780767072,6.913742017182187e-06,-1.321923292879354e-06,0.0,1.0716779367306564,4,54.30107179652066,1.0,66
16,0.9999964874100422,0.999996487815432,-4.0538969989520055e-10,-3.5121845680671353e-06,0.0,1.2374670905120544,3,54.30107179652066,1.0,66
1,0.8170085489086902,0.999999998821354,-0.1829914499126637,-6.962475817805852e-10,-4.823985351686007e-10,0.3093667726280136,6,543.0107179652066,0.1,66
2,1.0012674431509654,1.0000000002054317,0.0012674429455337,0.0,2.0543161914513467e-10,0.4375106855981304,12,543.0107179652066,0.1,66
3,0.9987885541894228,1.00000000000594,-0.0012114458165171,0.0,5.9398599089213336e-12,0.5358389683653282,8,543.0107179652066,0.1,66
4,1.0091410359662036,1.0000000000834235,0.0091410358827798,0.0,8.342378513471386e-11,0.6187335452560272,6,543.0107179652066,0.1,66
5,1.002339868006473,0.9999999999914756,0.0023398680149973,-3.572293627341791e-12,-4.952075367069332e-12,0.6917651335759597,24,543.0107179652066,0.1,66
6,1.00124665074975,1.0,0.0012466507497499,0.0,0.0,0.7577907363102548,19,543.0107179652066,0.1,66
8,1.0001668660335958,1.0,0.0001668660335958,0.0,0.0,0.8750213711962608,10,543.0107179652066,0.1,66
9,1.0001534079283494,1.0,0.0001534079283493,0.0,0.0,0.9281003178840408,17,543.0107179652066,0.1,66
10,1.000019423811537,1.0,1.942381153703781e-05,0.0,0.0,0.978303633879958,15,543.0107179652066,0.1,66
11,1.0000066717264977,1.0,6.6717264976906545e-06,0.0,0.0,1.026053507410312,16,543.0107179652066,0.1,66
12,1.0000292878098147,1.0,2.928780981469196e-05,0.0,0.0,1.0716779367306564,4,543.0107179652066,0.1,66
16,1.0000006754715394,1.0,6.754715394352473e-07,0.0,0.0,1.2374670905120544,3,543.0107179652066,0.1,66
1,0.958436726398542,0.9779162139581208,-0.0194794875595788,-0.0085589996193977,-0.0135247864224814,0.3093667726280136,6,5.430107179652065,10.0,114
2,0.9850212781221344,0.9913710527228292,-0.0063497746006948,-0.0068377176156448,-0.0017912296615257,0.4375106855981304,12,5.430107179652065,10.0,114
3,0.993308511284532,0.9955477095653824,-0.0022391982808502,-0.0053340573720459,0.0008817669374282,0.5358389683653282,8,5.430107179652065,10.0,114
4,0.9959734811924166,0.9970004387792888,-0.001026957586872,-0.0044535653912208,0.0014540041705095,0.6187335452560272,6,5.430107179652065,10.0,114
5,0.9973280069986312,0.9977881905370471,-0.000460183538416,-0.0034199074123688,0.0012080979494161,0.6917651335759597,24,5.430107179652065,10.0,114
6,0.997906938497651,0.9982029640301598,-0.0002960255325088,-0.0027797739558614,0.0009827379860212,0.7577907363102548,24,5.430107179652065,10.0,114
8,0.9987397718868436,0.9988243569835412,-8.458509669789317e-05,-0.0017261073944491,0.0005504643779905,0.8750213711962608,12,5.430107179652065,10.0,114
9,0.9990301126766604,0.9990689727275378,-3.886005087738896e-05,-0.0013015542584745,0.0003705269860124,0.9281003178840408,30,5.430107179652065,10.0,114
10,0.9991394476809288,0.9991692356654934,-2.9787984564773197e-05,-0.001187528755652,0.0003567644211455,0.978303633879958,24,5.430107179652065,10.0,114
11,0.9993869545536196,0.9993959301506732,-8.975597053618567e-06,-0.0007753654220061,0.0001712955726792,1.026053507410312,24,5.430107179652065,10.0,114
12,0.999529512552142,0.9995366293041182,-7.116751976215004e-06,-0.0005219361250099,5.856542912822821e-05,1.0716779367306564,8,5.430107179652065,10.0,114
13,0.999648144213555,0.9996502855408484,-2.1413272934298925e-06,-0.000411883950825,6.216949167346078e-05,1.1154377616351123,24,5.430107179652065,10.0,114
14,0.999705647491672,0.9997071504811832,-1.5029895110053348e-06,-0.0003172602974152,2.4410778598362075e-05,1.1575444700260211,48,5.430107179652065,10.0,114
16,0.9997245312986162,0.9997259084167428,-1.3771181265291135e-06,-0.0003363844974959,6.229291423866157e-05,1.2374670905120544,6,5.430107179652065,10.0,114
17,0.9998572153766356,0.999857359987795,-1.4461115939839556e-07,-0.0001535857850896,1.094577288458838e-05,1.2755518806017423,24,5.430107179652065,10.0,114
18,0.9998118194057368,0.9998119789798112,-1.595740745452757e-07,-0.0001935512425337,5.530222344985145e-06,1.312532056794391,22,5.430107179652065,10.0,114
20,0.9998813372806952,0.99988134198658,-4.705884553763522e-09,-0.0001186580134202,0.0,1.3835302671519194,12,5.430107179652065,10.0,114
1,0.7859936568020667,0.8982523285906857,-0.112258671788619,-0.0550699807439618,-0.0466776906653539,0.3093667726280136,6,54.30107179652066,1.0,114
2,1.011550066991889,1.008776639181621,0.0027734278102681,-0.0054584930294844,0.0142351322111055,0.4375106855981304,12,54.30107179652066,1.0,114
3,1.0046786375110344,1.003301740977639,0.0013768965333952,-0.0008673003229478,0.0041690413005869,0.5358389683653282,8,54.30107179652066,1.0,114
4,1.012473213447118,1.0060643166190038,0.006408896828114,-0.0012676653781329,0.0073319819971366,0.6187335452560272,6,54.30107179652066,1.0,114
5,1.002023492603319,1.001120593875105,0.0009028987282138,-0.0004618074681884,0.0015824013432936,0.6917651335759597,24,54.30107179652066,1.0,114
6,1.000204737712879,0.9997972738982944,0.0004074638145848,-7.857764333221045e-05,-0.0001241484583735,0.7577907363102548,24,54.30107179652066,1.0,114
8,1.000008289235128,0.9998883495786872,0.0001199396564405,-3.325452556477243e-05,-7.839589574805778e-05,0.8750213711962608,12,54.30107179652066,1.0,114
9,0.9999649384237604,0.9999435046682048,2.143375555565531e-05,-3.08543162166716e-05,-2.5641015578654364e-05,0.9281003178840408,30,54.30107179652066,1.0,114
10,0.9999870550608388,0.9999535455799388,3.350948090003395e-05,-1.6869698625162143e-05,-2.9584721436176115e-05,0.978303633879958,24,54.30107179652066,1.0,114
11,0.9999832232662584,0.9999776487939612,5.5744722974689915e-06,-1.7777709355230349e-06,-2.057343510339135e-05,1.026053507410312,24,54.30107179652066,1.0,114
12,1.0000020327119103,0.999998006811942,4.025899968371917e-06,-6.217051674792485e-07,-1.3714828905319086e-06,1.0716779367306564,8,54.30107179652066,1.0,114
13,0.999993871132319,0.9999908294752966,3.041657022325426e-06,-4.435083891875445e-06,-4.735440811574351e-06,1.1154377616351123,24,54.30107179652066,1.0,114
14,1.000000553262831,0.9999989443858444,1.6088769866037923e-06,-3.171895492902411e-07,-7.384246062924894e-07,1.1575444700260211,48,54.30107179652066,1.0,114
16,0.9999983418447336,0.999997775711388,5.661333455781229e-07,-1.6582222455261946e-06,-5.660663663257343e-07,1.2374670905120544,6,54.30107179652066,1.0,114
17,0.9999991990388378,0.999999069430501,1.2960833688878757e-07,-2.3590571246522145e-07,-6.946637865652616e-07,1.2755518806017423,24,54.30107179652066,1.0,114
18,1.0000002080510064,0.999999698838096,5.092129105239429e-07,-1.2743278230758194e-07,-1.7372912174468397e-07,1.312532056794391,22,54.30107179652066,1.0,114
20,1.000000157503118,0.9999998371012624,3.204018553750915e-07,-1.62898737513111e-07,0.0,1.3835302671519194,12,54.30107179652066,1.0,114
1,0.8173240844409057,0.9999999987811928,-0.1826759143402871,-7.268517046855301e-10,-4.919555661078671e-10,0.3093667726280136,6,543.0107179652066,0.1,114
2,1.0018279162363903,1.000000000185815,0.0018279160505753,0.0,1.858149587961292e-10,0.4375106855981304,12,543.0107179652066,0.1,114
3,0.9989880720910844,1.000000000005584,-0.0010119279144996,0.0,5.584038949701603e-12,0.5358389683653282,8,543.0107179652066,0.1,114
4,1.0100091690434414,1.0000000000833904,0.0100091689600509,0.0,8.339041819634568e-11,0.6187335452560272,6,543.0107179652066,0.1,114
5,1.0007067277478572,1.000000000003784,0.000706727744073,-3.588366938621765e-12,7.372461263248572e-12,0.6917651335759597,24,543.0107179652066,0.1,114
6,1.0013461105997556,1.0,0.0013461105997556,0.0,0.0,0.7577907363102548,23,543.0107179652066,0.1,114
8,1.0005032717765563,1.0,0.0005032717765562,0.0,0.0,0.8750213711962608,11,543.0107179652066,0.1,114
9,1.0001435163970236,1.0,0.0001435163970236,0.0,0.0,0.9281003178840408,25,543.0107179652066,0.1,114
10,1.0002224950927523,1.0,0.0002224950927523,0.0,0.0,0.978303633879958,20,543.0107179652066,0.1,114
11,1.0000523325625876,1.0,5.2332562587651425e-05,0.0,0.0,1.026053507410312,17,543.0107179652066,0.1,114
12,1.0000237543617605,1.0,2.3754361760546175e-05,0.0,0.0,1.0716779367306564,6,543.0107179652066,0.1,114
13,1.0000282309697952,1.0,2.8230969795210428e-05,0.0,0.0,1.1154377616351123,15,543.0107179652066,0.1,114
14,1.0000112284471787,1.0,1.1228447178655169e-05,0.0,0.0,1.1575444700260211,32,543.0107179652066,0.1,114
16,1.0000035021799387,1.0,3.50217993866985e-06,0.0,0.0,1.2374670905120544,5,543.0107179652066,0.1,114
17,1.0000011469280183,1.0,1.1469280183324149e-06,0.0,0.0,1.2755518806017423,15,543.0107179652066,0.1,114
18,1.0000022338662244,1.0,2.233866224445316e-06,0.0,0.0,1.312532056794391,22,543.0107179652066,0.1,114
20,1.0000013651404704,1.0,1.3651404704943597e-06,0.0,0.0,1.3835302671519194,12,543.0107179652066,0.1,114
1,0.9505922680994284,0.9746153787133542,-0.0240231106139257,-0.0069101073884887,-0.018474513898157,0.3093667726280136,6,5.430107179652065,10.0,162
2,0.984844688786835,0.991726346798798,-0.0068816580119631,-0.0055608798788015,-0.0027127733224003,0.4375106855981304,12,5.430107179652065,10.0,162
3,0.9928388170499544,0.9957593795664528,-0.0029205625164984,-0.0046178603573996,0.0003772399238525,0.5358389683653282,8,5.430107179652065,10.0,162
4,0.9961515136439788,0.9974537810685246,-0.0013022674245458,-0.0038340169810054,0.0012877980495299,0.6187335452560272,6,5.430107179652065,10.0,162
5,0.997457156775122,0.9981580598418094,-0.0007009030666873,-0.0031942622334533,0.0013523220752627,0.6917651335759597,24,5.430107179652065,10.0,162
6,0.9981825191784598,0.9985721970220248,-0.000389677843565,-0.0026471394578198,0.0012193364798446,0.7577907363102548,24,5.430107179652065,10.0,162
8,0.9989250560154748,0.9990467479851758,-0.0001216919697011,-0.0017968947327643,0.0008436427179401,0.8750213711962608,12,5.430107179652065,10.0,162
9,0.9991297777267828,0.9991969745939836,-6.719686720078824e-05,-0.0014597492243969,0.0006567238183804,0.9281003178840408,30,5.430107179652065,10.0,162
10,0.9992811636501738,0.9993215264950422,-4.036284486836549e-05,-0.0011959780832522,0.0005175045782944,0.978303633879958,24,5.430107179652065,10.0,162
11,0.9993993384696784,0.9994230183224868,-2.3679852808548417e-05,-0.0009686345665494,0.0003916528890364,1.026053507410312,24,5.430107179652065,10.0,162
12,0.9994995572067888,0.9995118400825852,-1.2282875796193503e-05,-0.0007760823750631,0.0002879224576482,1.0716779367306564,8,5.430107179652065,10.0,162
13,0.9995832393661844,0.9995904377037308,-7.198337546350648e-06,-0.0006243140354701,0.000214751739201,1.1154377616351123,24,5.430107179652065,10.0,162
14,0.9996567653341992,0.9996604326169524,-3.667282753012135e-06,-0.0004885570258453,0.0001489896427975,1.1575444700260211,48,5.430107179652065,10.0,162
16,0.9997580194734192,0.9997592517890642,-1.2323156450958485e-06,-0.0003301603700412,8.941215910540668e-05,1.2374670905120544,6,5.430107179652065,10.0,162
17,0.9998157429071142,0.9998160953873676,-3.524802534070109e-07,-0.0002327863020637,4.8881689431289424e-05,1.2755518806017423,48,5.430107179652065,10.0,162
18,0.9998582655635212,0.9998583577129404,-9.214941916010425e-08,-0.0001692074822017,2.75651951421368e-05,1.312532056794391,36,5.430107179652065,10.0,162
19,0.9998877144306724,0.9998877163898544,-1.959181990949061e-09,-0.0001265107549893,1.4227144843671451e-05,1.3484984983748365,24,5.430107179652065,10.0,162
20,0.9999194319821992,0.9999194094783934,2.2503805978691813e-08,-8.981192436072743e-05,9.221402754147551e-06,1.3835302671519194,24,5.430107179652065,10.0,162
21,0.999941130943144,0.9999411053968762,2.5546267865215322e-08,-6.332436217997585e-05,4.429759056188048e-06,1.4176966530720647,48,5.430107179652065,10.0,162
22,0.9999050412739168,0.9999049896340612,5.163985552232014e-08,-9.760911250059291e-05,2.59874656179869e-06,1.4510587859001465,12,5.430107179652065,10.0,162
24,0.9999511350513076,0.9999511144548078,2.0596499863246473e-08,-4.888554519222227e-05,0.0,1.5155814726205097,12,5.430107179652065,10.0,162
1,0.7865978724652861,0.8985365170824531,-0.1119386446171669,-0.0550374809419385,-0.0464260019756073,0.3093667726280136,6,54.30107179652066,1.0,162
2,1.0114916526070192,1.0086832868042808,0.0028083658027385,-0.0054744333508257,0.0141577201551064,0.4375106855981304,12,54.30107179652066,1.0,162
3,1.0027246086668016,1.0020748696825506,0.0006497389842509,-0.000884149930976,0.0029590196135266,0.5358389683653282,8,54.30107179652066,1.0,162
4,1.0125523384159945,1.0060576674350796,0.0064946709809148,-0.0012676933531408,0.0073253607882203,0.6187335452560272,6,54.30107179652066,1.0,162
5,1.001999231019431,1.001039147550448,0.000960083468983,-0.0004606830282187,0.0014998305786667,0.6917651335759597,24,54.30107179652066,1.0,162
6,1.0005681895270568,1.000333651309771,0.0002345382172858,-7.84319115779646e-05,0.0004120832213489,0.7577907363102548,24,54.30107179652066,1.0,162
8,1.0000250427247022,0.9998792411912466,0.0001458015334554,-3.3062567509231255e-05,-8.769624124413357e-05,0.8750213711962608,12,54.30107179652066,1.0,162
9,1.0000030629258672,0.9999210024494454,8.206047642186479e-05,-3.041243502630025e-05,-4.858511552834272e-05,0.9281003178840408,30,54.30107179652066,1.0,162
10,0.999990465386857,0.9999468072859256,4.3658100931446646e-05,-1.6415968704789016e-05,-3.677674536968841e-05,0.978303633879958,24,54.30107179652066,1.0,162
11,1.0000047178368543,0.9999659086706852,3.880916616923197e-05,-2.2262665557091306e-06,-3.1865062759043134e-05,1.026053507410312,24,54.30107179652066,1.0,162
12,0.99999601799359,0.9999819203572836,1.4097636306480578e-05,-6.174127217582499e-07,-1.746222999472282e-05,1.0716779367306564,8,54.30107179652066,1.0,162
13,0.9999942825333444,0.9999885288481544,5.7536851899083455e-06,-4.2125624265969685e-06,-7.258589418990812e-06,1.1154377616351123,24,54.30107179652066,1.0,162
14,0.999997636476312,0.9999929509655968,4.685510715198686e-06,-5.954719882809484e-07,-6.453562415003174e-06,1.1575444700260211,48,54.30107179652066,1.0,162
16,0.9999987471175698,0.9999977724683352,9.746492344608353e-07,-1.6368568896270182e-06,-5.906747750403717e-07,1.2374670905120544,6,54.30107179652066,1.0,162
17,0.9999999147468824,0.9999988373828624,1.0773640200488698e-06,-3.596115510120767e-07,-8.030055865960001e-07,1.2755518806017423,48,54.30107179652066,1.0,162
18,0.9999999629334858,0.9999994791617122,4.837717736918401e-07,-8.462609612216017e-08,-4.362121916637254e-07,1.312532056794391,36,54.30107179652066,1.0,162
19,1.000000249586189,0.999999788639438,4.609467509259976e-07,-2.8338126528484257e-08,-1.8302243537842777e-07,1.3484984983748365,24,54.30107179652066,1.0,162
20,1.0000002559195331,0.9999998944044796,3.615150536756714e-07,-7.773041663656369e-08,-2.7865103882247053e-08,1.3835302671519194,24,54.30107179652066,1.0,162
21,1.000000168487024,0.9999999272732044,2.412138195349768e-07,-1.3779678990334317e-08,-5.894711666965014e-08,1.4176966530720647,48,54.30107179652066,1.0,162
22,1.000000285604993,0.9999999218604124,3.637445806098681e-07,-6.035712956526273e-08,-1.77824580084893e-08,1.4510587859001465,12,54.30107179652066,1.0,162
24,1.000000160084423,0.9999999749284068,1.8515601614652818e-07,-2.5071593147364824e-08,0.0,1.5155814726205097,12,54.30107179652066,1.0,162
1,0.8174753909973419,0.9999999987777703,-0.1825246077804286,-7.30020483522655e-10,-4.92209077232601e-10,0.3093667726280136,6,543.0107179652066,0.1,162
2,1.0019295911281136,1.000000000187081,0.0019295909410326,0.0,1.8708104803320791e-10,0.4375106855981304,12,543.0107179652066,0.1,162
3,0.9995064566951072,0.9999999999922194,-0.0004935432971122,0.0,-7.780524810366297e-12,0.5358389683653282,8,543.0107179652066,0.1,162
4,1.0100819445356803,1.0000000000832716,0.0100819444524086,0.0,8.327159851881286e-11,0.6187335452560272,6,543.0107179652066,0.1,162
5,1.0010403667367058,1.0000000000034803,0.0010403667332255,-3.579305848075226e-12,7.059725807850437e-12,0.6917651335759597,24,543.0107179652066,0.1,162
6,1.0000546875217984,1.0000000000042275,5.468751757067489e-05,0.0,4.22762812411472e-12,0.7577907363102548,24,543.0107179652066,0.1,162
8,1.000527851974174,1.0,0.0005278519741739,0.0,0.0,0.8750213711962608,11,543.0107179652066,0.1,162
9,1.000364837054576,1.0,0.0003648370545758,0.0,0.0,0.9281003178840408,26,543.0107179652066,0.1,162
10,1.000236699313126,1.0,0.0002366993131258,0.0,0.0,0.978303633879958,20,543.0107179652066,0.1,162
11,1.00019218536137,1.0,0.0001921853613701,0.0,0.0,1.026053507410312,20,543.0107179652066,0.1,162
12,1.0000723959676316,1.0,7.239596763158524e-05,0.0,0.0,1.0716779367306564,6,543.0107179652066,0.1,162
13,1.000034032476716,1.0,3.4032476716149603e-05,0.0,0.0,1.1154377616351123,19,543.0107179652066,0.1,162
14,1.0000266469300507,1.0,2.6646930050763677e-05,0.0,0.0,1.1575444700260211,37,543.0107179652066,0.1,162
16,1.0000048393328718,1.0,4.839332871762513e-06,0.0,0.0,1.2374670905120544,5,543.0107179652066,0.1,162
17,1.0000060735898324,1.0,6.073589832325644e-06,0.0,0.0,1.2755518806017423,35,543.0107179652066,0.1,162
18,1.0000028810153705,1.0,2.8810153702299543e-06,0.0,0.0,1.312532056794391,25,543.0107179652066,0.1,162
