beta,temp,M,Z,U,S,F
0.1,10.0,408,408.8038641646079,-0.019759462910132055,6.011259545011263,-60.13235491302276
0.2,5.0,408,409.61564346323297,-0.019917024852850126,6.011235860074339,-30.076096325224544
0.5,2.0,408,412.10144638197045,-0.020428179962395897,6.011055458141375,-12.042539096245147
1.0,1.0,408,416.43279820100446,-0.021427292615292037,6.010297807116346,-6.031725099731638
2.0,0.5,408,425.9927628029062,-0.024154551826303942,6.00611325374688,-3.027211178699744
5.0,0.2,408,469.151151131544,-0.04435524536238836,5.9291487735746164,-1.2301850000773116
10.0,0.1,408,790.587127791084,-0.2018402893934285,4.654372975226166,-0.6672775869160451
20.0,0.05,408,44704.3338905156,-0.4932130709004024,0.8435643129388677,-0.5353912865473458
50.0,0.02,408,144009803893.54074,-0.499999985676994,0.6931479329492299,-0.5138629443359786
0.005,200.0,570,570.0450096291867,-0.01579498574838448,6.3456363470440715,-1269.1430643945628
0.01,100.0,570,570.090038539327,-0.0158005082971863,6.345636305620582,-634.5794310703554
0.02,50.0,570,570.1801543382682,-0.015811584944726502,6.3456361394357605,-317.29761855673274
0.05,20.0,570,570.450968023199,-0.015845069025884048,6.345634966536264,-126.92854439975116
0.1,10.0,570,570.9038950351571,-0.015901734678881,6.345630712101502,-63.4722088556939
0.2,5.0,570,571.815766970844,-0.01601837656521691,6.345613178470702,-31.74408426891873
0.5,2.0,570,574.6022187813538,-0.0163966886815836,6.3454796636333395,-12.707356015948262
1.0,1.0,570,579.435890981228,-0.0171360102246783,6.344919018275292,-6.36205502849997
2.0,0.5,570,590.0051594443763,-0.0191559112447207,6.341819459193065,-3.190065640841253
5.0,0.2,570,636.2291116208665,-0.03432829378078012,6.283917267963537,-1.2911117473734877
10.0,0.1,570,962.9022196507852,-0.16682483931636471,5.201703476252626,-0.6869951869416273
20.0,0.05,570,44887.62087127249,-0.49122436818489446,0.8874299675930014,-0.5355958665645445
50.0,0.02,570,144009804114.11584,-0.4999999849206151,0.6931479722998437,-0.513862944366612
0.005,200.0,770,770.0500096916873,-0.012991205346972927,6.646390504363529,-1329.2910920780528
0.01,100.0,770,770.1000387893312,-0.012995405637255968,6.646390472858044,-664.6520426914417
0.02,50.0,770,770.2001553383014,-0.01300383008195804,6.646390346464817,-332.33252115332283
0.05,20.0,770,770.5009742737199,-0.013029295653941885,6.646389454446135,-132.94081838457666
0.1,10.0,770,771.0039200393243,-0.013072387998358775,6.646386219107669,-66.47693457907505
0.2,5.0,770,772.0158670041857,-0.013161077661346722,6.646372887395525,-33.24502551463897
0.5,2.0,770,775.1028443025128,-0.013448637043889442,6.64627140435305,-13.30599144574999
1.0,1.0,770,780.4383951531082,-0.014010371531136934,6.645845435332416,-6.659855806863553
2.0,0.5,770,792.0151928612099,-0.015545328860232436,6.64348991681554,-3.337290287268002
5.0,0.2,770,841.2921357257522,-0.027179589592151165,6.599041018787853,-1.3469877933497216
10.0,0.1,770,1173.15643892599,-0.1378224368056249,5.689228838223023,-0.7067453206279273
20.0,0.05,770,45108.65505488762,-0.48884184966057226,0.939992421957957,-0.5358414707584701
50.0,0.02,770,144009804370.92093,-0.49999998403790774,0.6931480182184583,-0.5138629444022769
0.005,200.0,1012,1012.0550097433405,-0.010872826436088967,6.919683841691811,-1383.9476411647984
0.01,100.0,1012,1012.1100389959456,-0.010876093788598256,6.919683817184109,-691.9792578121994
0.02,50.0,1012,1012.2201561647705,-0.010882646951921674,6.919683718866118,-345.9950685902578
0.05,20.0,1012,1012.5509794393649,-0.010902455138101544,6.919683025019838,-138.40456295553486
0.1,10.0,1012,1013.1039407033275,-0.010935971379054159,6.919680508661795,-69.207741057997
0.2,5.0,1012,1014.2159496715857,-0.011004941869559446,6.919670141220661,-34.60935564797286
0.5,2.0,1012,1017.6033611873585,-0.011228485981973249,6.9195912526430305,-13.850410991268035
1.0,1.0,1012,1023.4404641176425,-0.011664941022629133,6.919260293473934,-6.930925234496563
2.0,0.5,1012,1036.0234801382524,-0.012857271672362822,6.917430543443985,-3.4715725433943554
5.0,0.2,1012,1088.3441461995883,-0.021947883981256702,6.882673268339086,-1.3984825376490737
10.0,0.1,1012,1425.365926029975,-0.11416680036927349,6.12051584624153,-0.7262183849934265
20.0,0.05,1012,45371.50474656223,-0.4860337926119495,1.001963685982376,-0.5361319769110683
50.0,0.02,1012,144009804668.46112,-0.4999999830133901,0.6931480715104503,-0.5138629444435991
0.005,200.0,1300,1300.0600097867434,-0.009233355180230917,7.1701195369827415,-1434.0331407517285
0.01,100.0,1300,1300.1200391695588,-0.00923594596618686,7.170119517549829,-717.0211877009491
0.02,50.0,1300,1300.240156859231,-0.009241142092581018,7.170119439591737,-358.51521312167944
0.05,20.0,1300,1300.6009837798938,-0.009256847722482068,7.170118889453296,-143.4116346367884
0.1,10.0,1300,1301.2039580664482,-0.009283420102717318,7.170116894442927,-71.71045236453199
0.2,5.0,1300,1302.416019132108,-0.009338093263815274,7.170108676222044,-35.859881474374035
0.5,2.0,1300,1306.103795466419,-0.009515233581330761,7.1700461657425105,-14.349607565066352
1.0,1.0,1300,1312.442202239887,-0.009860892075389002,7.169784065032102,-7.179644957107491
2.0,0.5,1300,1326.0304406857467,-0.010804732317221257,7.168335662624444,-3.594972563629443
5.0,0.2,1300,1381.3878012448074,-0.018028509967407888,7.140701376059867,-1.4461687851793812
10.0,0.1,1300,1723.541564093383,-0.09501644904802826,6.501972011282967,-0.745213650176325
20.0,0.05,1300,45680.21554911265,-0.48277260025801155,1.0739685578343734,-0.5364710281497302
50.0,0.02,1300,144009805011.06387,-0.4999999818321388,0.6931481329520401,-0.5138629444911795
0.005,200.0,1638,1638.0650098237259,-0.007938592510674334,7.401231259199966,-1480.2541904325037
0.01,100.0,1638,1638.1300393174893,-0.007940680962655974,7.401231243534958,-740.1310650344584
0.02,50.0,1638,1638.2601574509586,-0.007944869536237818,7.401231180693368,-370.0695039042046
0.05,20.0,1638,1638.650987478301,-0.007957529268977194,7.401230737248807,-148.03257227424513
0.1,10.0,1638,1639.3039728608064,-0.007978946614142366,7.401229129278587,-74.0202702394
0.2,5.0,1638,1640.6160783153782,-0.00802300691794581,7.401222506402416,-37.01413553893002
0.5,2.0,1638,1644.6041654713297,-0.008165711459271904,7.40117214962125,-14.810510010701773
1.0,1.0,1638,1651.4436829897732,-0.008444014177356738,7.400961129551176,-7.409405143728533
2.0,0.5,1638,1666.0363695337217,-0.009203483751751153,7.399795685437419,-3.7091013264704604
5.0,0.2,1638,1724.4249665279576,-0.015030672312551887,7.37749555959091,-1.490529784230734
10.0,0.1,1638,2071.6909628078774,-0.07954604715286778,6.840659971502847,-0.7636120443031524
20.0,0.05,1638,46038.81911072585,-0.47903525381988743,1.1565351369068184,-0.5368620106652283
50.0,0.02,1638,144009805402.95142,-0.49999998047956196,0.6931482033021383,-0.5138629445456047
0.005,200.0,2030,2030.0700098556138,-0.006898256368588839,7.615791067772909,-1523.1651118109503
0.01,100.0,2030,2030.1400394450413,-0.006899964167950667,7.615791054963098,-761.5860054604777
0.02,50.0,2030,2030.2801579611714,-0.006903389260893357,7.615791003576138,-380.79645356806776
0.05,20.0,2030,2030.7009906672122,-0.006913741027446595,7.615790640976363,-152.3227265605547
0.1,10.0,2030,2031.4039856169932,-0.006931252531786993,7.615789326255316,-76.16482451508494
0.2,5.0,2030,2032.8161293444646,-0.006967272777810246,7.615783911964597,-38.08588683260079
0.5,2.0,2030,2037.1044844845012,-0.007083897519189095,7.61574275946766,-15.23856941645451
1.0,1.0,2030,2044.4449595852868,-0.007311210839509858,7.61557040739238,-7.62288161823189
2.0,0.5,2030,2060.041480262557,-0.007931128519381853,7.614619140591921,-3.8152406988153422
5.0,0.2,2030,2121.45699029368,-0.012695097528730673,7.596382903540183,-1.5319716782367674
10.0,0.1,2030,2473.819605398452,-0.06703021716934476,7.143216462431698,-0.7813518634125146
20.0,0.05,2030,46451.338103561924,-0.4748037547050278,1.2500854571228859,-0.537308027561172
50.0,0.02,2030,144009805848.28018,-0.4999999789412754,0.6931482833088146,-0.5138629446074517
0.005,200.0,2480,2480.075009883392,-0.006049798665583906,7.816013835629024,-1563.2088169244703
0.01,100.0,2480,2480.1500395561534,-0.006051212834384684,7.816013825021673,-781.6074337150017
0.02,50.0,2480,2480.3001584056224,-0.006054048996295099,7.816013782470537,-390.80674317252317
0.05,20.0,2480,2480.7509934450927,-0.006062620517204848,7.816013482230002,-156.32633226511723
0.1,10.0,2480,2481.5039967289276,-0.006077119474795963,7.816012393688805,-78.16620105636284
0.2,5.0,2480,2483.016173795494,-0.006106939287600748,7.8160079114415515,-39.08614649649536
0.5,2.0,2480,2487.604762365188,-0.006203457786405,7.815973854776406,-15.638151167339215
1.0,1.0,2480,2495.4460715199007,-0.0063914796735218,7.815831298712074,-7.822222778385595
2.0,0.5,2480,2512.045931298686,-0.006903897677495816,7.815045016818595,-3.9144264060867933
5.0,0.2,2480,2576.4848712385324,-0.010845503800734348,7.7999537769206775,-1.57083625918487
10.0,0.1,2480,2933.931544147702,-0.05686674479349748,7.415431178576093,-0.7984098626511068
20.0,0.05,2480,46921.78920618324,-0.4700655188705402,1.3549270577536685,-0.5378118717582236
50.0,0.02,2480,144009806351.16376,-0.49999997720303085,0.6931483737130514,-0.5138629446772919
0.005,200.0,2992,2992.080009907806,-0.005348775499992845,8.003697336138673,-1600.7448160032345
0.01,100.0,2992,2992.16003965381,-0.0053499595843324995,8.003697327257136,-800.375082685298
0.02,50.0,2992,2992.3201587962526,-0.005352334275023546,8.003697291629518,-400.1902169157509
0.05,20.0,2992,2992.8009958865787,-0.005359510890968354,8.00369704025015,-160.079300315894
0.1,10.0,2992,2993.604006495188,-0.005371649544158224,8.003696128918063,-80.0423329387248
0.2,5.0,2992,2995.2162128630807,-0.0053966119892736334,8.00369237681918,-40.02385849608517
0.5,2.0,2992,3000.1050065853055,-0.005477384336886427,8.003663877064342,-16.012805138465573
1.0,1.0,2992,3008.447048718494,-0.005634650569402946,8.003544643377193,-8.009179293946596
2.0,0.5,2992,3026.04984263992,-0.00606296092736808,8.00288744381856,-4.007506682836648
5.0,0.2,2992,3093.509364968297,-0.009359302498237212,7.990264929780365,-1.6074122884543103
10.0,0.1,2992,3456.0298392971545,-0.048571009916248596,7.662165664780076,-0.8147875763942563
20.0,0.05,2992,47454.18496750739,-0.46481369430563363,1.4712461114547288,-0.53837599987837
50.0,0.02,2992,144009806915.6866,-0.4999999752506719,0.6931484752510285,-0.5138629447556925
0.005,200.0,3570,3570.085009929432,-0.0047629042037589395,8.18032087227432,-1636.0689373590678
0.01,100.0,3570,3570.1700397403156,-0.004763905470571774,8.180320864764058,-818.0368503818764
0.02,50.0,3570,3570.340159142277,-0.0047659134961895895,8.180320834637563,-409.0208076453743
0.05,20.0,3570,3570.850998049271,-0.004771981818954611,8.180320622079694,-163.61118442341285
0.1,10.0,3570,3571.704015146206,-0.004782245267187599,8.180319851535321,-81.80798076062041
0.2,5.0,3570,3573.4162474691484,-0.004803349124970697,8.180316679445275,-40.906386746351345
0.5,2.0,3570,3578.6052229106544,-0.0048716168764974125,8.180292592502786,-16.365456801882072
1.0,1.0,3570,3587.4479142694895,-0.005004471118860939,8.180191870173093,-8.185196341291954
2.0,0.5,3570,3606.0533068419995,-0.005366057158534307,8.17963707215501,-4.09518459323604
5.0,0.2,3570,3676.5310537605355,-0.008149469576794346,8.168977590271927,-1.6419449876311796
10.0,0.1,3570,4044.1168455292545,-0.041759503400581724,7.887423439270362,-0.8305018473276179
20.0,0.05,3570,48052.53501404551,-0.4590473785879432,1.5991025990844638,-0.5390025085421664
50.0,0.02,3570,144009807545.913,-0.4999999730701065,0.6931485886555739,-0.513862944843218
0.005,200.0,4218,4218.090009948723,-0.004268277958788197,8.347116358906478,-1669.4275400592544
0.01,100.0,4218,4218.180039817476,-0.004269132148325133,8.347116352499409,-834.7159043820892
0.02,50.0,4218,4218.360159450923,-0.0042708451943711525,8.347116326798526,-417.3600871851206
0.05,20.0,4218,4218.900999978333,-0.004276021931884743,8.347116145471164,-166.94659893135514
0.1,10.0,4218,4219.804022862652,-0.004284776936834572,8.34711548817806,-83.47543965871743
0.2,5.0,4218,4221.616278336522,-0.0043027772534089065,8.347112782597081,-41.73986669023881
0.5,2.0,4218,4227.105415861513,-0.004360990249210102,8.347092243825688,-16.698545477900588
1.0,1.0,4218,4236.4486862714975,-0.004474224824212235,8.347006398448139,-8.351480623272352
2.0,0.5,4218,4256.056396439533,-0.0047822156130058,8.346533850750799,-4.178049140988405
5.0,0.2,4218,4329.5503935943625,-0.007153057719662144,8.33745369180937,-1.6746437960815364
10.0,0.1,4218,4702.194404475253,-0.03613118649242351,8.094472708381762,-0.8455784573305998
20.0,0.05,4218,48720.8468560028,-0.45277171891810347,1.7384279059725058,-0.5396931142167287
50.0,0.02,4218,144009808245.89258,-0.49999997064728846,0.6931487146571157,-0.5138629449404307
0.005,200.0,4940,4940.095009966036,-0.0038468870547109604,8.505120608348394,-1701.0279685567334
0.01,100.0,4940,4940.190039886729,-0.0038476215919732984,8.50512060283881,-850.515907905473
0.02,50.0,4940,4940.3801597279335,-0.0038490946650914424,8.505120580738263,-425.25987813157826
0.05,20.0,4940,4940.9510017096745,-0.0038535460991710006,8.505120424816793,-170.10626204243502
0.1,10.0,4940,4941.90402978818,-0.0038610740625185233,8.50511985964743,-85.0550596705368
0.2,5.0,4940,4943.81630603991,-0.0038765500891110635,8.50511753350224,-42.529464217600314
0.5,2.0,4940,4949.605589031679,-0.003926587262760257,8.505099879773319,-17.014126346809395
1.0,1.0,4940,4959.449379112107,-0.004023876110890821,8.505026125169978,-8.509050001280869
2.0,0.5,4940,4980.059169082195,-0.004288333240054652,8.504620384809813,-4.256598525644961
5.0,0.2,4940,5056.567746648459,-0.006323750557721278,8.496824468396916,-1.7056886442371044
10.0,0.1,4940,5434.263977386314,-0.031450406244492426,8.285975305195889,-0.8600479367640813
20.0,0.05,4940,49463.12643991164,-0.44599788274612406,1.8890250956374055,-0.5404491375279943
50.0,0.02,4940,144009809019.66455,-0.4999999679682053,0.6931488539843246,-0.5138629450478918
0.005,200.0,5740,5740.10000998166,-0.0034849556206537242,8.655214487725477,-1731.046382500716
0.01,100.0,5740,5740.200039949229,-0.0034855918307290733,8.655214482953422,-865.524933887173
0.02,50.0,5740,5740.400159977936,-0.0034868677023940846,8.655214463811507,-432.76421005827774
0.05,20.0,5740,5741.0010032722075,-0.003490723124654422,8.655214328767043,-173.1077772984655
0.1,10.0,5740,5742.00403603844,-0.0034972428355411382,8.655213839294882,-86.55563563578436
0.2,5.0,5740,5744.016331041994,-0.00351064488866491,8.655211824894264,-43.27956976935999
0.5,2.0,5740,5750.105745314237,-0.003553966546369171,8.65519654083854,-17.31394704822345
1.0,1.0,5740,5760.450004372605,-0.0036381637971771115,8.655132712600235,-8.658770876397412
2.0,0.5,5740,5782.061671166831,-0.00386690036727123,8.654781787846234,-4.331257794290389
5.0,0.2,5740,5861.583404251469,-0.0056269339537341825,8.64804038180712,-1.735235010315158
10.0,0.1,5740,6244.326738618822,-0.02753257402705657,8.464102868409963,-0.8739428608680528
20.0,0.05,5740,50283.37853633118,-0.43874289324821114,2.0505719899202877,-0.5412714927442256
50.0,0.02,5740,144009809871.26013,-0.4999999650188697,0.6931490073645609,-0.5138629451661608
0.005,200.0,6622,6622.105009995833,-0.003171801025526717,8.798152716722607,-1759.6337151455468
0.01,100.0,6622,6622.210040005919,-0.003172355690474552,8.798152712562203,-879.8184436119108
0.02,50.0,6622,6622.420160204694,-0.003173468019883137,8.798152695873924,-439.9108082617161
0.05,20.0,6622,6623.051004689468,-0.003176829173871403,8.798152578142558,-175.96622839202504
0.1,10.0,6622,6624.104041707589,-0.0031825127940414604,8.798152151441869,-87.98470402721273
0.2,5.0,6622,6626.216353719445,-0.0031941951826219383,8.798150395526804,-43.99394617281664
0.5,2.0,6622,6632.6058870643765,-0.003231949987089951,8.798137075770578,-17.599506101528245
1.0,1.0,6622,6643.450571480335,-0.003305299686498842,8.798081472184776,-8.801386771871275
2.0,0.5,6622,6666.063940455462,-0.0035044558160673028,8.79777593921707,-4.402392425424602
5.0,0.2,6622,6748.597603405748,-0.005036368992563659,8.79190815485974,-1.7634179999645117
10.0,0.1,6622,7136.383642815313,-0.02423269252627219,8.630634509157305,-0.8872961434420027
20.0,0.05,6622,51185.60701742487,-0.4310293303467152,2.2226270516327253,-0.5421606829283515
50.0,0.02,6622,144009810804.70453,-0.4999999617853133,0.69314917552419,-0.5138629452957971
0.005,200.0,7590,7590.110010008746,-0.002899036324656332,8.934586869175313,-1786.9202728713872
0.01,100.0,7590,7590.220040057572,-0.0028995227962317982,8.934586865526413,-893.4615860754375
0.02,50.0,7590,7590.440160411307,-0.002900498362247339,8.934586850890003,-446.7322430428624
0.05,20.0,7590,7591.101005980812,-0.00290344619161271,8.934586747636423,-178.69463839892006
0.1,10.0,7590,7592.204046873056,-0.0029084306792323367,8.934586373424562,-89.34877216492485
0.2,5.0,7590,7594.4163743820245,-0.0029186752340506104,8.934584833631119,-44.675842843389646
0.5,2.0,7590,7601.106016218845,-0.0029517766395503096,8.934573155816258,-17.872098088272065
1.0,1.0,7590,7612.451088187175,-0.0030160625555219686,8.934524424244902,-8.937540486800424
2.0,0.5,7590,7636.066007994845,-0.003190516526767612,8.934256796070462,-4.470318914561998
5.0,0.2,7590,7721.610538891139,-0.004531905123832925,8.929118714669084,-1.7903556480576497
10.0,0.1,7590,8114.435474036282,-0.021436386455421595,8.787036047236686,-0.9001399911790903
20.0,0.05,7590,52173.81505932021,-0.42288490437399456,2.4046379333177286,-0.543116801039881
50.0,0.02,7590,144009811824.01837,-0.49999995825358257,0.6931493591888112,-0.5138629454373588
0.005,200.0,8648,8648.115010020561,-0.002660002708845495,9.065083358248124,-1813.0193316523334
0.01,100.0,8648,8648.23004010483,-0.002660431716051343,9.06508335503025,-906.510995934741
0.02,50.0,8648,8648.460160600345,-0.0026612920370072085,9.065083342122868,-453.2568283981804
0.05,20.0,8648,8649.151007162305,-0.0026638915827667626,9.065083251068808,-181.30432891295894
0.1,10.0,8648,8650.304051599103,-0.0026682869824761835,9.065082921083798,-90.65349749782047
0.2,5.0,8648,8652.616393286808,-0.0026773201295201125,9.06508156337657,-45.328085137012366
0.5,2.0,8648,8659.606134384907,-0.0027065018328994777,9.065071268587829,-18.13284903900856
1.0,1.0,8648,8671.451560925896,-0.002763156103782988,9.065028323062595,-9.067791479166377
2.0,0.5,8648,8696.06789954573,-0.002916822549918738,9.064792591806158,-4.535313118452998
5.0,0.2,8648,8784.62237226971,-0.004097881721320994,9.06026860557785,-1.816151602836891
10.0,0.1,8648,9182.482882262058,-0.019052980935266743,8.934523104169752,-0.912505291352242
20.0,0.05,8648,53252.005292040245,-0.4143419154748888,2.595952431431332,-0.5441395370464553
50.0,0.02,8648,144009812933.2187,-0.4999999544097354,0.6931495590834256,-0.5138629455914039
0.005,200.0,9800,9800.12001003141,-0.0024493591577224305,9.190137663709466,-1838.029982101051
0.01,100.0,9800,9800.240040148234,-0.0024497394011415425,9.190137660857358,-919.016215825137
0.02,50.0,9800,9800.480160773957,-0.0024505019269530377,9.190137649417203,-459.50933297278704
0.05,20.0,9800,9801.20100824739,-0.002452805931594381,9.190137568715196,-183.8052041802355
0.1,10.0,9800,9802.404055939507,-0.0024567014751931742,9.190137276257678,-91.90382946405198
0.2,5.0,9800,9804.816410648924,-0.0024647067988645254,9.190136073041213,-45.95314507200493
0.5,2.0,9800,9812.106242907552,-0.0024905635336496656,9.190126951407352,-18.382744466348356
1.0,1.0,9800,9824.451995079287,-0.0025407465733618536,9.190088912026267,-9.19262965859963
2.0,0.5,9800,9850.06963666197,-0.00267679575237797,9.189880212348264,-4.59761690192651
5.0,0.2,9800,9941.633238679546,-0.0037219933858042256,9.185876628950547,-1.8408973191759135
10.0,0.1,9800,10344.526410899593,-0.017010192892888673,9.074110880686128,-0.9244212809615016
20.0,0.05,9800,54424.17991222112,-0.4054366170305693,2.7958314771595734,-0.545228190888548
50.0,0.02,9800,144009814136.3196,-0.4999999502398387,0.6931497759325616,-0.5138629457584899
0.005,200.0,11050,11050.12501004141,-0.0022627814319417885,9.310185706100667,-1862.0394040015651
0.01,100.0,11050,11050.250040188233,-0.00226312002679372,9.310185703560954,-931.0208334761221
0.02,50.0,11050,11050.500160933958,-0.0022637990276320043,9.310185693373926,-465.5115484677239
0.05,20.0,11050,11051.251009247404,-0.002265850621764432,9.310185621513197,-186.20597828088572
0.1,10.0,11050,11052.504059939612,-0.0022693192756902967,9.310185361105004,-93.10412293032573
0.2,5.0,11050,11055.016426649778,-0.002276446882618714,9.310184289816206,-46.55319789596365
0.5,2.0,11050,11062.606342920886,-0.0022994648176350068,9.310176169780565,-18.622651804378766
1.0,1.0,11050,11075.452395185976,-0.00234412483891184,9.310142317563944,-9.312486442402857
2.0,0.5,11050,11102.071237515645,-0.0024651459407182847,9.309956675986134,-4.657443483933785
5.0,0.2,11050,11196.643252026222,-0.0033944728177577772,9.306396938631972,-1.864673860544152
10.0,0.1,11050,11604.566517779933,-0.015250067415214733,9.2066532908023,-0.9359153964954448
20.0,0.05,11050,55694.34076897874,-0.3962085054295192,3.0034637101699593,-0.5463816909380171
50.0,0.02,11050,144009815437.3331,-0.4999999457299665,0.6931500104603698,-0.5138629459391739
0.005,200.0,12402,12402.130010050658,-0.002096738332086131,9.425613028153917,-1885.1247023691153
