qdot,S_q,Suu_q,Sud_q,Sx_q,Sc_q,q,D_q,beta,theta,M
5,0.9998386068953224,0.9998077723242002,3.0834571122226324e-05,-0.0002320407886573,3.981311285760027e-05,6.917651335759596,24,0.5430107179652065,1.0,38
6,0.9999863165449724,0.9999739754303074,1.2341114664871688e-05,-2.599342116698568e-05,-3.1148525562211436e-08,7.577907363102549,16,0.5430107179652065,1.0,38
8,0.9999896904532904,0.999982068986098,7.621467192332343e-06,-1.793101390199184e-05,0.0,8.750213711962608,6,0.5430107179652065,1.0,38
1,0.9588377087899088,0.9880194058964634,-0.0291816971065544,-0.0112381988910331,-0.0007423952125034,3.0936677262801355,6,1.086021435930413,0.5,38
2,0.9942356335176394,1.0002546180696252,-0.0060189845519858,-0.000114046133551,0.0003686642031763,4.375106855981304,12,1.086021435930413,0.5,38
3,1.0002988205164598,0.9999984053540226,0.0003004151624371,-9.258423451075972e-07,-6.688036322360817e-07,5.358389683653281,8,1.086021435930413,0.5,38
4,1.0002376230214758,0.999975684893,0.0002619381284758,-2.7470161718398905e-05,3.1550547184726706e-06,6.187335452560271,6,1.086021435930413,0.5,38
5,1.0000982456612983,0.999999664471554,9.858118974433748e-05,-1.0454808134087814e-06,7.099523674223608e-07,6.917651335759596,24,1.086021435930413,0.5,38
6,1.0000339375966063,0.9999999737374312,3.3963859175357514e-05,-1.26426209806642e-08,-1.3619947885789688e-08,7.577907363102549,16,1.086021435930413,0.5,38
8,1.0000226099363896,0.999999980007656,2.262992873351272e-05,-1.9992344014487842e-08,0.0,8.750213711962608,6,1.086021435930413,0.5,38
1,0.9696523263530888,0.9999928800111928,-0.030340553658104,-6.683294667537571e-06,-4.366941396780563e-07,3.0936677262801355,6,2.715053589826032,0.2,38
2,0.9933261036518378,1.000000219207037,-0.0066741155551991,-2.451381378970289e-11,2.192315508192372e-07,4.375106855981304,12,2.715053589826032,0.2,38
3,1.0003330249745046,0.999999997346557,0.0003330276279476,0.0,-2.6534430037343267e-09,5.358389683653281,8,2.715053589826032,0.2,38
4,1.0002892178011042,1.0000000017633746,0.0002892160377296,-5.5874038443537895e-12,1.768962044561098e-09,6.187335452560271,6,2.715053589826032,0.2,38
5,1.000111008145294,0.9999999995577594,0.0001110085875344,-4.4224052894090374e-10,0.0,6.917651335759596,24,2.715053589826032,0.2,38
6,1.0000389504358058,1.0,3.895043580573677e-05,0.0,0.0,7.577907363102549,16,2.715053589826032,0.2,38
8,1.0000259669572034,1.0,2.596695720341072e-05,0.0,0.0,8.750213711962608,6,2.715053589826032,0.2,38
1,0.9696596857970188,0.9999999999776578,-0.0303403141806391,-2.2342217116487287e-11,0.0,3.0936677262801355,6,5.430107179652064,0.1,38
2,0.9933254519208272,1.0,-0.0066745480791728,0.0,0.0,4.375106855981304,12,5.430107179652064,0.1,38
3,1.0003806250788925,1.0,0.0003806250788925,0.0,0.0,5.358389683653281,7,5.430107179652064,0.1,38
4,1.0003470781559394,1.0,0.0003470781559394,0.0,0.0,6.187335452560271,5,5.430107179652064,0.1,38
5,1.0001776250368164,1.0,0.0001776250368165,0.0,0.0,6.917651335759596,15,5.430107179652064,0.1,38
6,1.0000389531313634,1.0,3.8953131363317106e-05,0.0,0.0,7.577907363102549,16,5.430107179652064,0.1,38
8,1.000025968754242,1.0,2.5968754242211404e-05,0.0,0.0,8.750213711962608,6,5.430107179652064,0.1,38
1,0.9696596858217544,1.0,-0.0303403141782454,0.0,0.0,3.0936677262801355,6,10.860214359304129,0.05,38
2,0.993325451919394,1.0,-0.006674548080606,0.0,0.0,4.375106855981304,12,10.860214359304129,0.05,38
3,1.0003806250789742,1.0,0.0003806250789742,0.0,0.0,5.358389683653281,7,10.860214359304129,0.05,38
4,1.000347078156014,1.0,0.000347078156014,0.0,0.0,6.187335452560271,5,10.860214359304129,0.05,38
5,1.0001776250368546,1.0,0.0001776250368546,0.0,0.0,6.917651335759596,15,10.860214359304129,0.05,38
6,1.0000389531313716,1.0,3.89531313716818e-05,0.0,0.0,7.577907363102549,16,10.860214359304129,0.05,38
8,1.000025968754248,1.0,2.5968754247787863e-05,0.0,0.0,8.750213711962608,6,10.860214359304129,0.05,38
1,0.9696596858217544,1.0,-0.0303403141782454,0.0,0.0,3.0936677262801355,6,27.150535898260323,0.02,38
2,0.993325451919394,1.0,-0.006674548080606,0.0,0.0,4.375106855981304,12,27.150535898260323,0.02,38
3,1.0003806250789742,1.0,0.0003806250789742,0.0,0.0,5.358389683653281,7,27.150535898260323,0.02,38
4,1.000347078156014,1.0,0.000347078156014,0.0,0.0,6.187335452560271,5,27.150535898260323,0.02,38
5,1.0001776250368546,1.0,0.0001776250368546,0.0,0.0,6.917651335759596,15,27.150535898260323,0.02,38
6,1.0000389531313716,1.0,3.89531313716818e-05,0.0,0.0,7.577907363102549,16,27.150535898260323,0.02,38
8,1.000025968754248,1.0,2.5968754247787863e-05,0.0,0.0,8.750213711962608,6,27.150535898260323,0.02,38
1,0.9872160849662146,0.9873127892312396,-9.67042650249707e-05,-0.0126380709208374,-4.913984792304558e-05,3.0936677262801355,6,0.002715053589826,200.0,54
2,0.991521322414774,0.9915428831561024,-2.1560741328530715e-05,-0.0084595121713367,2.3953274391486054e-06,4.375106855981304,12,0.002715053589826,200.0,54
3,0.9943362894323996,0.994342699809239,-6.410376839357165e-06,-0.0056633248217002,6.024630939181408e-06,5.358389683653281,8,0.002715053589826,200.0,54
4,0.993764706114336,0.9937706624915096,-5.956377173856288e-06,-0.0062354758684738,6.138359983517649e-06,6.187335452560271,6,0.002715053589826,200.0,54
5,0.9958273461047812,0.9958294718168396,-2.125712058307356e-06,-0.0041746235125331,4.0953293726841475e-06,6.917651335759596,24,0.002715053589826,200.0,54
6,0.9972066760042654,0.997207466153652,-7.90149386466625e-07,-0.0027949117924218,2.377946073689753e-06,7.577907363102549,24,0.002715053589826,200.0,54
8,0.9979404696282588,0.9979407973013238,-3.2767306506183025e-07,-0.0020603019463761,1.0992476999418042e-06,8.750213711962608,12,0.002715053589826,200.0,54
9,0.99862100745198,0.9986211373685676,-1.299165876319588e-07,-0.0013793842300883,5.215986559024299e-07,9.281003178840407,24,0.002715053589826,200.0,54
12,0.9986383895993242,0.998638437666652,-4.806732777742396e-08,-0.001361562333348,0.0,10.716779367306565,4,0.002715053589826,200.0,54
1,0.9870085794743464,0.9872027007874626,-0.000194121313116,-0.012698822038694,-9.8477173843309e-05,3.0936677262801355,6,0.005430107179652,100.0,54
2,0.9914281626504716,0.991471583850023,-4.34211995514424e-05,-0.0085333200179148,4.903867937832197e-06,4.375106855981304,12,0.005430107179652,100.0,54
3,0.9942634252306556,0.994276379031558,-1.2953800902518106e-05,-0.0057358252127469,1.2204244305086232e-05,5.358389683653281,8,0.005430107179652,100.0,54
4,0.993817859569494,0.993829642144531,-1.1782575036866394e-05,-0.0061825993946824,1.2241539213365146e-05,6.187335452560271,6,0.005430107179652,100.0,54
5,0.99584779414518,0.9958520145872216,-4.220442041592895e-06,-0.0041561585164506,8.173103672138165e-06,6.917651335759596,24,0.005430107179652,100.0,54
6,0.9972092248559232,0.9972107992479784,-1.5743920549722489e-06,-0.0027939540287423,4.753276720722096e-06,7.577907363102549,24,0.005430107179652,100.0,54
8,0.9979768782271607,0.9979775200039476,-6.417767868634729e-07,-0.0020246467689766,2.1667729241884917e-06,8.750213711962608,12,0.005430107179652,100.0,54
9,0.9986396939319088,0.9986399492884648,-2.5535655614180245e-07,-0.0013610798379338,1.0291263985866445e-06,9.281003178840407,24,0.005430107179652,100.0,54
12,0.998673770447354,0.9986738636559636,-9.32086095996608e-08,-0.0013261363440364,0.0,10.716779367306565,4,0.005430107179652,100.0,54
1,0.9865868808774052,0.9869779351623008,-0.0003910542848955,-0.012824358817778,-0.000197706019921,3.0936677262801355,6,0.0108602143593041,50.0,54
2,0.9912412114963892,0.9913292405502704,-8.802905388114807e-05,-0.0086810259831061,1.0266533376704472e-05,4.375106855981304,12,0.0108602143593041,50.0,54
3,0.9941189184789776,0.994145355801694,-2.643732271633852e-05,-0.0058796728973402,2.502869903432654e-05,5.358389683653281,8,0.0108602143593041,50.0,54
4,0.9939216033794428,0.9939446488458716,-2.3045466428616684e-05,-0.0060796864408057,2.4335286677220475e-05,6.187335452560271,6,0.0108602143593041,50.0,54
5,0.995889355815708,0.9958976703069752,-8.314491267187812e-06,-0.0041185992257487,1.6269532724010944e-05,6.917651335759596,24,0.0108602143593041,50.0,54
6,0.9972162011906794,0.9972193246452894,-3.1234546099232365e-06,-0.0027901669457824,9.491591071853496e-06,7.577907363102549,24,0.0108602143593041,50.0,54
8,0.9980482137048162,0.998049443858916,-1.2301540998416428e-06,-0.0019547627860854,4.206645001411049e-06,8.750213711962608,12,0.0108602143593041,50.0,54
9,0.9986772009662236,0.998677693845652,-4.928794283766431e-07,-0.0013243082249958,2.002070647924257e-06,9.281003178840407,24,0.0108602143593041,50.0,54
12,0.998742642298173,0.9987428173642008,-1.7506602764779717e-07,-0.0012571826357993,0.0,10.716779367306565,4,0.0108602143593041,50.0,54
1,0.9852671523635658,0.986265039300578,-0.0009978869370122,-0.0132358553945613,-0.0004991053048604,3.0936677262801355,6,0.0271505358982603,20.0,54
2,0.9906762235017024,0.9909049183982644,-0.000228694896562,-0.0091242981152861,2.9216513550424973e-05,4.375106855981304,12,0.0271505358982603,20.0,54
3,0.9936983074779484,0.993768305349518,-6.999787156942507e-05,-0.0062989016927966,6.720704231465626e-05,5.358389683653281,8,0.0271505358982603,20.0,54
4,0.9942127330689672,0.994266475672002,-5.374260303490143e-05,-0.0057931168018445,5.959247384659911e-05,6.187335452560271,6,0.0271505358982603,20.0,54
5,0.9960189502424532,0.9960387421231404,-1.9791880687039934e-05,-0.0040012279828958,3.9970106036030466e-05,6.917651335759596,24,0.0271505358982603,20.0,54
6,0.997252151426836,0.9972597365287766,-7.585101940581355e-06,-0.0027637894850431,2.3526013819772127e-05,7.577907363102549,24,0.0271505358982603,20.0,54
8,0.9982505649204416,0.9982532577358872,-2.692815445531663e-06,-0.0017563109885597,9.568724446864526e-06,8.750213711962608,12,0.0271505358982603,20.0,54
9,0.9987902406635232,0.9987913410496156,-1.1003860925852746e-06,-0.0012132460718452,4.5871214608074765e-06,9.281003178840407,24,0.0271505358982603,20.0,54
12,0.9989343367588068,0.9989346961961272,-3.5943732008340666e-07,-0.0010653038038729,0.0,10.716779367306565,4,0.0271505358982603,20.0,54
1,0.9828790645884118,0.9849361890097,-0.0020571244212881,-0.0140551728656454,-0.0010086381246546,3.0936677262801355,6,0.0543010717965206,10.0,54
2,0.9897278104585592,0.9902116572947876,-0.0004838468362283,-0.0098591889415662,7.084623635399152e-05,4.375106855981304,12,0.0543010717965206,10.0,54
3,0.9930615224631322,0.9932138222158752,-0.0001522997527431,-0.0069356242550357,0.000149446470911,5.358389683653281,8,0.0543010717965206,10.0,54
4,0.9946342581456198,0.9947290950917989,-9.483694617910448e-05,-0.0053850806851716,0.0001141757769705,6.187335452560271,6,0.0543010717965206,10.0,54
5,0.9962487558835528,0.9962847589256468,-3.600304209405877e-05,-0.0037919993282524,7.675825389917524e-05,6.917651335759596,24,0.0543010717965206,10.0,54
6,0.9973609827490092,0.9973751949557256,-1.4212206716456844e-05,-0.0026705762767846,4.577123251028517e-05,7.577907363102549,24,0.0543010717965206,10.0,54
8,0.998550580608086,0.9985548140462386,-4.233438152566868e-06,-0.0014612421274133,1.6056173651977472e-05,8.750213711962608,12,0.0543010717965206,10.0,54
9,0.9989767669849984,0.9989785473847752,-1.7803997767492305e-06,-0.0010292720204297,7.819405204916061e-06,9.281003178840407,24,0.0543010717965206,10.0,54
12,0.9992059271820732,0.999206428868878,-5.016868046836011e-07,-0.0007935711311221,0.0,10.716779367306565,4,0.0543010717965206,10.0,54
1,0.9773683317001334,0.9816749087779664,-0.004306577077833,-0.016313088624645,-0.0020120025973885,3.0936677262801355,6,0.1086021435930413,5.0,54
2,0.987874394679771,0.9889250683316452,-0.001050673651874,-0.0112679365709744,0.0001930049026195,4.375106855981304,12,0.1086021435930413,5.0,54
3,0.9921782307891932,0.9925231010003984,-0.0003448702112051,-0.0078278860382149,0.0003509870386133,5.358389683653281,8,0.1086021435930413,5.0,54
4,0.995271123802376,0.9954132348517468,-0.0001421110493708,-0.0047896440254808,0.0002028788772276,6.187335452560271,6,0.1086021435930413,5.0,54
5,0.9967448264267716,0.996801262616906,-5.6436190134458674e-05,-0.0033340400498303,0.0001353026667364,6.917651335759596,24,0.1086021435930413,5.0,54
6,0.9977375119459349,0.9977607907481968,-2.3278802261980064e-05,-0.0023214306718809,8.222142007765397e-05,7.577907363102549,24,0.1086021435930413,5.0,54
8,0.9990259910947008,0.9990307829459902,-4.791851289318179e-06,-0.0009902726296455,2.1055575635773312e-05,8.750213711962608,12,0.1086021435930413,5.0,54
9,0.9993189026249796,0.9993209985596642,-2.09593468450201e-06,-0.0006897323648964,1.0730924560705331e-05,9.281003178840407,24,0.1086021435930413,5.0,54
12,0.9995895316733068,0.9995899465834897,-4.1491018278925e-07,-0.0004100534165103,0.0,10.716779367306565,4,0.1086021435930413,5.0,54
1,0.9559995708843042,0.9670954637971428,-0.0110958929128386,-0.0287817904896074,-0.0041227457132496,3.0936677262801355,6,0.2715053589826032,2.0,54
2,0.9846940922149868,0.9873849397021978,-0.002690847487211,-0.0133778542521011,0.0007627939542989,4.375106855981304,12,0.2715053589826032,2.0,54
3,0.9937184204365458,0.9946265292406744,-0.0009081088041286,-0.0063094527594875,0.000935982000162,5.358389683653281,8,0.2715053589826032,2.0,54
4,0.99636786807614,0.9964635452258976,-9.567714975765972e-05,-0.0038041444467879,0.0002676896726855,6.187335452560271,6,0.2715053589826032,2.0,54
5,0.9983237051090031,0.9983601333580756,-3.6428249072385185e-05,-0.0018038232681303,0.0001639566262059,6.917651335759596,24,0.2715053589826032,2.0,54
6,0.9992269435632408,0.9992412469333364,-1.4303370095546328e-05,-0.0008557740083222,9.702094165858474e-05,7.577907363102549,24,0.2715053589826032,2.0,54
8,0.9997629314377244,0.9997624116349711,5.198027534329049e-07,-0.0002457963682292,8.208003200456317e-06,8.750213711962608,12,0.2715053589826032,2.0,54
9,0.9998889855439128,0.999888557463443,4.2808046976394633e-07,-0.0001167340000299,5.291463472824072e-06,9.281003178840407,24,0.2715053589826032,2.0,54
12,0.999968336473028,0.9999680532851768,2.8318785125369396e-07,-3.194671482324402e-05,0.0,10.716779367306565,4,0.2715053589826032,2.0,54
1,0.9312441989937852,0.9511238751866306,-0.0198796761928452,-0.0450069847834268,-0.0038691400299425,3.0936677262801355,6,0.5430107179652065,1.0,54
2,0.9908235706376616,0.9949140840873466,-0.004090513449685,-0.0063452537274931,0.0012593378148397,4.375106855981304,12,0.5430107179652065,1.0,54
3,0.9984031492554946,0.9998309887594684,-0.0014278395039736,-0.0009221471880985,0.0007531359475668,5.358389683653281,8,0.5430107179652065,1.0,54
4,0.9986029813509416,0.9985018049316547,0.000101176419287,-0.0015733709719197,7.517590357449083e-05,6.187335452560271,6,0.5430107179652065,1.0,54
5,0.9998669958146894,0.9998161680151404,5.0827799549038346e-05,-0.0002335488424436,4.971685758399136e-05,6.917651335759596,24,0.5430107179652065,1.0,54
6,1.000010925581164,0.9999833241370194,2.7601444144658476e-05,-3.4600149462124556e-05,1.7924286481506693e-05,7.577907363102549,24,0.5430107179652065,1.0,54
8,0.9999978691093228,0.9999911868280752,6.682281247632762e-06,-9.018305365946836e-06,2.0513344103384537e-07,8.750213711962608,12,0.5430107179652065,1.0,54
9,1.0000025307481764,0.9999986196852788,3.911062897398533e-06,-1.4134122515951562e-06,3.3097530539989247e-08,9.281003178840407,24,0.5430107179652065,1.0,54
12,1.0000012232178097,0.9999998379489689,1.385268840793858e-06,-1.6205103118186997e-07,0.0,10.716779367306565,4,0.5430107179652065,1.0,54
1,0.959014041564076,0.9880238674387358,-0.0290098258746599,-0.0112326630453873,-0.0007434695158768,3.0936677262801355,6,1.086021435930413,0.5,54
2,0.9941946579977816,1.0001941866092308,-0.0059995286114492,-0.0001141055997171,0.000308292208948,4.375106855981304,12,1.086021435930413,0.5,54
3,0.9975794405773956,1.000088938444217,-0.0025094978668214,-1.2386634542729992e-06,9.01771076712552e-05,5.358389683653281,8,1.086021435930413,0.5,54
4,1.0002446706535884,0.9999758457080836,0.0002688249455046,-2.7467165713264643e-05,3.312873796947175e-06,6.187335452560271,6,1.086021435930413,0.5,54
5,1.0001194305000107,1.0000001023503955,0.000119328149615,-1.0419627634339757e-06,1.1443131591254945e-06,6.917651335759596,24,1.086021435930413,0.5,54
6,1.0000653644876625,0.999999657840604,6.570664705830101e-05,-1.690514304073499e-08,-3.252542530492535e-07,7.577907363102549,24,1.086021435930413,0.5,54
8,1.000015628323022,1.0000000271436664,1.5601179355596633e-05,-9.893620728914513e-09,3.703728711479393e-08,8.750213711962608,12,1.086021435930413,0.5,54
9,1.0000097607661131,0.999999977558464,9.783207649063928e-06,-1.8884141861891633e-08,-3.557394082417505e-09,9.281003178840407,24,1.086021435930413,0.5,54
12,1.0000041913040916,0.999999998939866,4.192364225407428e-06,-1.0601338649775246e-09,0.0,10.716779367306565,4,1.086021435930413,0.5,54
1,0.9698156293812372,0.9999928906073212,-0.0301772612260837,-6.675496520252773e-06,-4.338961586138442e-07,3.0936677262801355,6,2.715053589826032,0.2,54
2,0.9934881089931168,1.0000001832701997,-0.0065120742770828,-2.454960739574587e-11,1.8329474896259197e-07,4.375106855981304,12,2.715053589826032,0.2,54
3,0.9972289092770394,1.0000000491287042,-0.0027711398516648,0.0,4.91287041734933e-08,5.358389683653281,8,2.715053589826032,0.2,54
4,1.0002958852251125,1.0000000018407356,0.0002958833843769,-5.5863451755719255e-12,1.8463219088141567e-09,6.187335452560271,6,2.715053589826032,0.2,54
5,1.0001315881503003,0.999999999818362,0.0001315883319383,-4.3928043355118936e-10,2.5764250687005637e-10,6.917651335759596,24,2.715053589826032,0.2,54
6,1.000073041329899,0.9999999997200576,7.304160984150295e-05,0.0,-2.799425672668334e-10,7.577907363102549,24,2.715053589826032,0.2,54
8,1.0000175373958502,1.0000000000223002,1.7537373549961378e-05,0.0,2.2300061721093678e-11,8.750213711962608,12,2.715053589826032,0.2,54
9,1.000011066082436,0.99999999998885,1.1066093586093524e-05,-1.1150030872898708e-11,0.0,9.281003178840407,24,2.715053589826032,0.2,54
12,1.0000048113368365,1.0,4.811336836371058e-06,0.0,0.0,10.716779367306565,4,2.715053589826032,0.2,54
1,0.9698229693190168,0.9999999999777098,-0.0301770306586929,-2.2290224821330195e-11,0.0,3.0936677262801355,6,5.430107179652064,0.1,54
2,0.9934875560784208,1.0,-0.0065124439215792,0.0,0.0,4.375106855981304,12,5.430107179652064,0.1,54
3,0.9972286937444012,1.0,-0.0027713062555987,0.0,0.0,5.358389683653281,8,5.430107179652064,0.1,54
4,1.000355079042931,1.0,0.0003550790429309,0.0,0.0,6.187335452560271,5,5.430107179652064,0.1,54
5,1.0001662262004154,1.0,0.0001662262004153,0.0,0.0,6.917651335759596,19,5.430107179652064,0.1,54
6,1.000103123695519,1.0,0.0001031236955188,0.0,0.0,7.577907363102549,17,5.430107179652064,0.1,54
8,1.00002630769797,1.0,2.6307697970048793e-05,0.0,0.0,8.750213711962608,8,5.430107179652064,0.1,54
9,1.0000189716735617,1.0,1.89716735613624e-05,0.0,0.0,9.281003178840407,14,5.430107179652064,0.1,54
12,1.0000048116697355,1.0,4.811669735497888e-06,0.0,0.0,10.716779367306565,4,5.430107179652064,0.1,54
