qdot,S_q,Suu_q,Sud_q,Sx_q,Sc_q,q,D_q,beta,theta,M
26,1.0000009651025743,0.9999999965310428,9.68571531359165e-07,-1.1334754375930604e-11,-3.4576223962391392e-09,15.774672104874632,72,1.086021435930413,0.5,406
27,1.000000785576966,0.9999999973366036,7.882403624841283e-07,0.0,-2.663396227383342e-09,16.075169050959843,32,1.086021435930413,0.5,406
29,1.0000005039169506,0.9999999984433046,5.05473646011898e-07,-2.6408273723447216e-10,-1.292612736813036e-09,16.659910564531604,72,1.086021435930413,0.5,406
30,1.0000004426601583,0.999999998818053,4.438421054746274e-07,-8.277658800125947e-12,-1.1736693100283801e-09,16.94471599109348,48,1.086021435930413,0.5,406
32,1.000000313793785,0.9999999991485982,3.146451867267814e-07,-3.514042668066513e-12,-8.478878242190924e-10,17.500427423925217,12,1.086021435930413,0.5,406
33,1.0000002307122913,0.9999999994820296,2.312302616598069e-07,-1.114791135259203e-10,-4.0649117865489017e-10,17.7717680611891,48,1.086021435930413,0.5,406
34,1.0000001889774195,0.9999999995864056,1.893910138643964e-07,-3.0920873950168658e-12,-4.1050233904859615e-10,18.039027690574912,48,1.086021435930413,0.5,406
35,1.000000161534729,0.9999999996730868,1.6186164212009325e-07,0.0,-3.26913269976223e-10,18.302385091073667,48,1.086021435930413,0.5,406
36,1.000000125447356,0.9999999998884314,1.2555892473481988e-07,-2.0660712271086843e-12,-1.0950255138306148e-10,18.562006357680815,30,1.086021435930413,0.5,406
37,1.0000001054550367,1.000000000014299,1.0544073763345601e-07,-3.558450804698266e-12,1.7857537209984345e-11,18.818046126609698,24,1.086021435930413,0.5,406
38,1.0000000860710856,0.99999999997284,8.609824562217796e-08,0.0,-2.7159939115553548e-11,19.070648652414462,72,1.086021435930413,0.5,406
40,1.0000000575848813,0.9999999999863788,5.7598502351062736e-08,-1.533399607518212e-12,-1.2087661856693398e-11,19.566072677599156,24,1.086021435930413,0.5,406
41,1.0000000390992174,0.9999999999642004,3.9135017028935726e-08,-1.8318920965148663e-11,-1.7480655819943087e-11,19.80913880070811,96,1.086021435930413,0.5,406
42,1.000000036152576,1.0,3.615257602219582e-08,0.0,0.0,20.049258341054585,48,1.086021435930413,0.5,406
43,1.0000000340112636,1.0,3.401126360523323e-08,0.0,0.0,20.286535929699134,12,1.086021435930413,0.5,406
44,1.000000030737031,1.0,3.07370310093244e-08,0.0,0.0,20.52107014820624,16,1.086021435930413,0.5,406
45,1.0000000194134933,0.99999999999523,1.941826325140232e-08,-4.7700755443379245e-12,0.0,20.752954007278788,52,1.086021435930413,0.5,406
46,1.0000000248368135,1.0,2.4836813424392573e-08,0.0,0.0,20.98227537777674,28,1.086021435930413,0.5,406
48,1.00000001431274,1.0,1.4312740195842872e-08,0.0,0.0,21.43355873461313,4,1.086021435930413,0.5,406
50,1.000000020777578,1.0,2.0777577845391513e-08,0.0,0.0,21.87553427990652,6,1.086021435930413,0.5,406
52,1.0000000103887683,1.0,1.0388768189135714e-08,0.0,0.0,22.308755232702243,12,1.086021435930413,0.5,406
1,0.970082150644204,0.9999928130846246,-0.0299106624404206,-6.678677543365094e-06,-5.082378320205668e-07,3.0936677262801355,6,2.715053589826032,0.2,406
2,0.993660691143478,1.0000001432740375,-0.0063394521305594,-2.464443649168964e-11,1.4329868203241648e-07,4.375106855981304,12,2.715053589826032,0.2,406
3,0.9973707333155188,1.00000002457807,-0.0026292912625512,0.0,2.4578069984153932e-08,5.358389683653281,8,2.715053589826032,0.2,406
4,0.998742931487656,1.000000066892874,-0.0012571354052182,-5.591451027717275e-12,6.68984655031012e-08,6.187335452560271,6,2.715053589826032,0.2,406
5,0.999160019996836,1.0000000142602,-0.0008399942633638,-4.3161913393182975e-10,1.4691819077547332e-08,6.917651335759596,24,2.715053589826032,0.2,406
6,0.999413393350947,1.0000000054873992,-0.0005866121364521,0.0,5.487399116585266e-09,7.577907363102549,24,2.715053589826032,0.2,406
8,0.9996745101666372,1.0000000019770847,-0.0003254918104473,0.0,1.977084751765769e-09,8.750213711962608,12,2.715053589826032,0.2,406
9,0.9997397533310124,1.000000002797098,-0.0002602494660856,-5.5822842233896505e-11,2.852920711948977e-09,9.281003178840407,30,2.715053589826032,0.2,406
10,0.9997908825681616,1.0000000020815134,-0.0002091195133518,0.0,2.081513362252439e-09,9.783036338799578,24,2.715053589826032,0.2,406
11,0.9998225736572656,1.0000000020739728,-0.0001774284167071,0.0,2.0739727149841812e-09,10.26053507410312,24,2.715053589826032,0.2,406
12,0.999848466954063,1.0000000015066235,-0.0001515345525605,0.0,1.506623579164215e-09,10.716779367306565,8,2.715053589826032,0.2,406
13,0.9998692412306532,1.0000000012704209,-0.0001307600397675,-1.5490921543541513e-11,1.285911901492945e-09,11.15437761635112,24,2.715053589826032,0.2,406
14,1.0000213354347671,0.9999999999476936,2.1335487073490862e-05,0.0,-5.230623970095179e-11,11.575444700260212,48,2.715053589826032,0.2,406
16,1.0000129053865836,0.999999999955944,1.2905430639656189e-05,0.0,-4.405605290453043e-11,12.374670905120542,6,2.715053589826032,0.2,406
17,1.0000100153389335,0.999999999982602,1.0015356331552272e-05,-1.2968380565090829e-12,-1.6101137049340382e-11,12.755518806017424,48,2.715053589826032,0.2,406
18,1.0000088128266813,0.9999999999819638,8.812844717524044e-06,0.0,-1.8036265769757814e-11,13.12532056794391,36,2.715053589826032,0.2,406
19,1.0000050795691806,1.0,5.0795691806061936e-06,0.0,0.0,13.484984983748364,24,2.715053589826032,0.2,406
20,1.0000058254149606,0.9999999999901764,5.8254247841236374e-06,0.0,-9.823514581108782e-12,13.835302671519193,24,2.715053589826032,0.2,406
21,1.000003386853081,1.0,3.3868530812248094e-06,0.0,0.0,14.176966530720646,48,2.715053589826032,0.2,406
22,1.0000025214170114,1.0,2.5214170114706294e-06,0.0,0.0,14.510587859001465,24,2.715053589826032,0.2,406
24,1.0000018335424703,1.0,1.8335424706102464e-06,0.0,0.0,15.155814726205096,20,2.715053589826032,0.2,406
25,1.0000018792813383,1.0,1.8792813383372955e-06,0.0,0.0,15.46833863140068,24,2.715053589826032,0.2,406
26,1.000001355174622,1.0,1.355174621879336e-06,0.0,0.0,15.774672104874632,57,2.715053589826032,0.2,406
27,1.000001073589943,1.0,1.0735899428650143e-06,0.0,0.0,16.075169050959843,26,2.715053589826032,0.2,406
29,1.0000007780820044,1.0,7.780820044042192e-07,0.0,0.0,16.659910564531604,52,2.715053589826032,0.2,406
30,1.000000592201351,1.0,5.922013510136047e-07,0.0,0.0,16.94471599109348,40,2.715053589826032,0.2,406
32,1.0000005284405753,1.0,5.284405754027721e-07,0.0,0.0,17.500427423925217,8,2.715053589826032,0.2,406
33,1.0000003763846217,1.0,3.763846214654432e-07,0.0,0.0,17.7717680611891,33,2.715053589826032,0.2,406
34,1.000000300707958,1.0,3.007079580214419e-07,0.0,0.0,18.039027690574912,34,2.715053589826032,0.2,406
35,1.0000002421603384,1.0,2.421603384299442e-07,0.0,0.0,18.302385091073667,36,2.715053589826032,0.2,406
36,1.0000002231943916,1.0,2.2319439172076042e-07,0.0,0.0,18.562006357680815,19,2.715053589826032,0.2,406
37,1.0000001414772848,1.0,1.414772847509934e-07,0.0,0.0,18.818046126609698,20,2.715053589826032,0.2,406
38,1.000000134669688,1.0,1.346696881415821e-07,0.0,0.0,19.070648652414462,52,2.715053589826032,0.2,406
40,1.0000000865388068,1.0,8.653880678722534e-08,0.0,0.0,19.566072677599156,18,2.715053589826032,0.2,406
41,1.0000000758439809,1.0,7.584398062827587e-08,0.0,0.0,19.80913880070811,56,2.715053589826032,0.2,406
42,1.0000000711351036,1.0,7.113510352065663e-08,0.0,0.0,20.049258341054585,28,2.715053589826032,0.2,406
43,1.0000000390400832,1.0,3.9040083250910225e-08,0.0,0.0,20.286535929699134,12,2.715053589826032,0.2,406
44,1.0000000352817362,1.0,3.5281736151921784e-08,0.0,0.0,20.52107014820624,16,2.715053589826032,0.2,406
45,1.0000000288525877,1.0,2.8852587697689353e-08,0.0,0.0,20.752954007278788,40,2.715053589826032,0.2,406
46,1.000000028509166,1.0,2.8509165845866312e-08,0.0,0.0,20.98227537777674,28,2.715053589826032,0.2,406
48,1.0000000164290683,1.0,1.642906839388411e-08,0.0,0.0,21.43355873461313,4,2.715053589826032,0.2,406
50,1.0000000238497628,1.0,2.3849762746113768e-08,0.0,0.0,21.87553427990652,6,2.715053589826032,0.2,406
52,1.0000000119248813,1.0,1.1924881373053129e-08,0.0,0.0,22.308755232702243,12,2.715053589826032,0.2,406
1,0.9700896288994756,0.9999999999776876,-0.029910371078212,-2.2312417644490027e-11,0.0,3.0936677262801355,6,5.430107179652064,0.1,406
2,0.9936602240998036,1.0,-0.0063397759001965,0.0,0.0,4.375106855981304,12,5.430107179652064,0.1,406
3,0.9973705756056211,1.0,-0.0026294243943787,0.0,0.0,5.358389683653281,8,5.430107179652064,0.1,406
4,0.99874278765535,1.0,-0.0012572123446499,0.0,0.0,6.187335452560271,6,5.430107179652064,0.1,406
5,0.9991599607506344,1.0,-0.0008400392493656,0.0,0.0,6.917651335759596,24,5.430107179652064,0.1,406
6,0.9994133574546338,1.0,-0.0005866425453661,0.0,0.0,7.577907363102549,24,5.430107179652064,0.1,406
8,0.9996744915864548,1.0,-0.0003255084135453,0.0,0.0,8.750213711962608,12,5.430107179652064,0.1,406
9,0.9997397354069428,1.0,-0.0002602645930572,0.0,0.0,9.281003178840407,30,5.430107179652064,0.1,406
10,0.9997908689968444,1.0,-0.0002091310031556,0.0,0.0,9.783036338799578,24,5.430107179652064,0.1,406
11,0.9998225604667867,1.0,-0.0001774395332132,0.0,0.0,10.26053507410312,24,5.430107179652064,0.1,406
12,0.99984845612305,1.0,-0.00015154387695,0.0,0.0,10.716779367306565,8,5.430107179652064,0.1,406
13,0.9998692313690144,1.0,-0.0001307686309854,0.0,0.0,11.15437761635112,24,5.430107179652064,0.1,406
14,1.0000217906752482,1.0,2.1790675248170692e-05,0.0,0.0,11.575444700260212,47,5.430107179652064,0.1,406
16,1.0000154874102718,1.0,1.5487410271893243e-05,0.0,0.0,12.374670905120542,5,5.430107179652064,0.1,406
17,1.0000111805960863,1.0,1.1180596086582998e-05,0.0,0.0,12.755518806017424,43,5.430107179652064,0.1,406
18,1.0000102349031672,1.0,1.0234903167236483e-05,0.0,0.0,13.12532056794391,31,5.430107179652064,0.1,406
19,1.000005541701528,1.0,5.541701527882948e-06,0.0,0.0,13.484984983748364,22,5.430107179652064,0.1,406
20,1.0000069909615483,1.0,6.990961548630905e-06,0.0,0.0,13.835302671519193,20,5.430107179652064,0.1,406
21,1.0000040645002046,1.0,4.064500204655502e-06,0.0,0.0,14.176966530720646,40,5.430107179652064,0.1,406
22,1.0000028818143536,1.0,2.8818143536727e-06,0.0,0.0,14.510587859001465,21,5.430107179652064,0.1,406
24,1.000001833669575,1.0,1.8336695751226512e-06,0.0,0.0,15.155814726205096,20,5.430107179652064,0.1,406
25,1.0000018794116134,1.0,1.8794116135507464e-06,0.0,0.0,15.46833863140068,24,5.430107179652064,0.1,406
26,1.0000013552685652,1.0,1.3552685650596186e-06,0.0,0.0,15.774672104874632,57,5.430107179652064,0.1,406
27,1.000001073664366,1.0,1.0736643660814224e-06,0.0,0.0,16.075169050959843,26,5.430107179652064,0.1,406
29,1.0000007781359426,1.0,7.781359424703702e-07,0.0,0.0,16.659910564531604,52,5.430107179652064,0.1,406
30,1.0000005922424036,1.0,5.922424034934208e-07,0.0,0.0,16.94471599109348,40,5.430107179652064,0.1,406
32,1.0000005284772078,1.0,5.284772078690666e-07,0.0,0.0,17.500427423925217,8,5.430107179652064,0.1,406
33,1.000000376410713,1.0,3.764107131352152e-07,0.0,0.0,17.7717680611891,33,5.430107179652064,0.1,406
34,1.0000003007288036,1.0,3.007288036466678e-07,0.0,0.0,18.039027690574912,34,5.430107179652064,0.1,406
35,1.0000002421771257,1.0,2.421771254271792e-07,0.0,0.0,18.302385091073667,36,5.430107179652064,0.1,406
36,1.000000223209864,1.0,2.2320986396385965e-07,0.0,0.0,18.562006357680815,19,5.430107179652064,0.1,406
37,1.0000001414870925,1.0,1.4148709221496014e-07,0.0,0.0,18.818046126609698,20,5.430107179652064,0.1,406
38,1.0000001346790235,1.0,1.346790236904753e-07,0.0,0.0,19.070648652414462,52,5.430107179652064,0.1,406
40,1.0000000865448058,1.0,8.654480581550252e-08,0.0,0.0,19.566072677599156,18,5.430107179652064,0.1,406
41,1.0000000758492382,1.0,7.58492382716619e-08,0.0,0.0,19.80913880070811,56,5.430107179652064,0.1,406
42,1.0000000711400348,1.0,7.114003473605207e-08,0.0,0.0,20.049258341054585,28,5.430107179652064,0.1,406
43,1.0000000390427897,1.0,3.9042789580839446e-08,0.0,0.0,20.286535929699134,12,5.430107179652064,0.1,406
44,1.000000035284182,1.0,3.5284181946358984e-08,0.0,0.0,20.52107014820624,16,5.430107179652064,0.1,406
45,1.0000000288545878,1.0,2.8854587811805274e-08,0.0,0.0,20.752954007278788,40,5.430107179652064,0.1,406
46,1.000000028511142,1.0,2.851114215335835e-08,0.0,0.0,20.98227537777674,28,5.430107179652064,0.1,406
48,1.0000000164302072,1.0,1.6430207286942766e-08,0.0,0.0,21.43355873461313,4,5.430107179652064,0.1,406
50,1.000000023851416,1.0,2.3851416055262808e-08,0.0,0.0,21.87553427990652,6,5.430107179652064,0.1,406
52,1.000000011925708,1.0,1.1925708027631404e-08,0.0,0.0,22.308755232702243,12,5.430107179652064,0.1,406
1,0.9700896289241744,1.0,-0.0299103710758256,0.0,0.0,3.0936677262801355,6,10.860214359304129,0.05,406
2,0.9936602240984408,1.0,-0.0063397759015593,0.0,0.0,4.375106855981304,12,10.860214359304129,0.05,406
3,0.997370575605056,1.0,-0.0026294243949439,0.0,0.0,5.358389683653281,8,10.860214359304129,0.05,406
4,0.9987427876550796,1.0,-0.0012572123449202,0.0,0.0,6.187335452560271,6,10.860214359304129,0.05,406
5,0.9991599607504538,1.0,-0.0008400392495462,0.0,0.0,6.917651335759596,24,10.860214359304129,0.05,406
6,0.9994133574545078,1.0,-0.0005866425454922,0.0,0.0,7.577907363102549,24,10.860214359304129,0.05,406
8,0.9996744915863848,1.0,-0.0003255084136152,0.0,0.0,8.750213711962608,12,10.860214359304129,0.05,406
9,0.9997397354068868,1.0,-0.0002602645931131,0.0,0.0,9.281003178840407,30,10.860214359304129,0.05,406
10,0.9997908689967994,1.0,-0.0002091310032006,0.0,0.0,9.783036338799578,24,10.860214359304129,0.05,406
11,0.9998225604667486,1.0,-0.0001774395332513,0.0,0.0,10.26053507410312,24,10.860214359304129,0.05,406
12,0.9998484561230174,1.0,-0.0001515438769825,0.0,0.0,10.716779367306565,8,10.860214359304129,0.05,406
13,0.9998692313689864,1.0,-0.0001307686310135,0.0,0.0,11.15437761635112,24,10.860214359304129,0.05,406
14,1.0000217906752529,1.0,2.1790675252854632e-05,0.0,0.0,11.575444700260212,47,10.860214359304129,0.05,406
16,1.0000154874102751,1.0,1.5487410275222286e-05,0.0,0.0,12.374670905120542,5,10.860214359304129,0.05,406
17,1.000011180596089,1.0,1.1180596088986285e-05,0.0,0.0,12.755518806017424,43,10.860214359304129,0.05,406
18,1.0000102349031694,1.0,1.0234903169436494e-05,0.0,0.0,13.12532056794391,31,10.860214359304129,0.05,406
19,1.000005541701529,1.0,5.5417015290741465e-06,0.0,0.0,13.484984983748364,22,10.860214359304129,0.05,406
20,1.00000699096155,1.0,6.990961550133625e-06,0.0,0.0,13.835302671519193,20,10.860214359304129,0.05,406
21,1.0000040645002055,1.0,4.064500205529172e-06,0.0,0.0,14.176966530720646,40,10.860214359304129,0.05,406
22,1.0000028818143545,1.0,2.8818143542921504e-06,0.0,0.0,14.510587859001465,21,10.860214359304129,0.05,406
24,1.0000018336695755,1.0,1.8336695755168012e-06,0.0,0.0,15.155814726205096,20,10.860214359304129,0.05,406
25,1.000001879411614,1.0,1.879411613954729e-06,0.0,0.0,15.46833863140068,24,10.860214359304129,0.05,406
26,1.0000013552685654,1.0,1.3552685653509357e-06,0.0,0.0,15.774672104874632,57,10.860214359304129,0.05,406
27,1.0000010736643663,1.0,1.0736643663122086e-06,0.0,0.0,16.075169050959843,26,10.860214359304129,0.05,406
29,1.0000007781359426,1.0,7.781359426376316e-07,0.0,0.0,16.659910564531604,52,10.860214359304129,0.05,406
30,1.0000005922424036,1.0,5.922424036207243e-07,0.0,0.0,16.94471599109348,40,10.860214359304129,0.05,406
32,1.000000528477208,1.0,5.284772079826636e-07,0.0,0.0,17.500427423925217,8,10.860214359304129,0.05,406
33,1.0000003764107133,1.0,3.764107132161253e-07,0.0,0.0,17.7717680611891,33,10.860214359304129,0.05,406
34,1.0000003007288036,1.0,3.0072880371130997e-07,0.0,0.0,18.039027690574912,34,10.860214359304129,0.05,406
35,1.0000002421771257,1.0,2.4217712547923564e-07,0.0,0.0,18.302385091073667,36,10.860214359304129,0.05,406
36,1.000000223209864,1.0,2.23209864011839e-07,0.0,0.0,18.562006357680815,19,10.860214359304129,0.05,406
37,1.0000001414870925,1.0,1.4148709224537305e-07,0.0,0.0,18.818046126609698,20,10.860214359304129,0.05,406
38,1.0000001346790235,1.0,1.346790237194248e-07,0.0,0.0,19.070648652414462,52,10.860214359304129,0.05,406
40,1.0000000865448058,1.0,8.654480583410548e-08,0.0,0.0,19.566072677599156,18,10.860214359304129,0.05,406
41,1.0000000758492382,1.0,7.584923828796584e-08,0.0,0.0,19.80913880070811,56,10.860214359304129,0.05,406
42,1.0000000711400348,1.0,7.114003475134377e-08,0.0,0.0,20.049258341054585,28,10.860214359304129,0.05,406
43,1.0000000390427897,1.0,3.904278958923176e-08,0.0,0.0,20.286535929699134,12,10.860214359304129,0.05,406
44,1.000000035284182,1.0,3.5284181953943376e-08,0.0,0.0,20.52107014820624,16,10.860214359304129,0.05,406
45,1.0000000288545878,1.0,2.8854587818007613e-08,0.0,0.0,20.752954007278788,40,10.860214359304129,0.05,406
46,1.000000028511142,1.0,2.8511142159486873e-08,0.0,0.0,20.98227537777674,28,10.860214359304129,0.05,406
48,1.0000000164302072,1.0,1.6430207290474466e-08,0.0,0.0,21.43355873461313,4,10.860214359304129,0.05,406
50,1.000000023851416,1.0,2.3851416060389713e-08,0.0,0.0,21.87553427990652,6,10.860214359304129,0.05,406
52,1.000000011925708,1.0,1.1925708030194857e-08,0.0,0.0,22.308755232702243,12,10.860214359304129,0.05,406
1,0.9700896289241744,1.0,-0.0299103710758256,0.0,0.0,3.0936677262801355,6,27.150535898260323,0.02,406
2,0.9936602240984408,1.0,-0.0063397759015593,0.0,0.0,4.375106855981304,12,27.150535898260323,0.02,406
3,0.997370575605056,1.0,-0.0026294243949439,0.0,0.0,5.358389683653281,8,27.150535898260323,0.02,406
4,0.9987427876550796,1.0,-0.0012572123449202,0.0,0.0,6.187335452560271,6,27.150535898260323,0.02,406
5,0.9991599607504538,1.0,-0.0008400392495462,0.0,0.0,6.917651335759596,24,27.150535898260323,0.02,406
6,0.9994133574545078,1.0,-0.0005866425454922,0.0,0.0,7.577907363102549,24,27.150535898260323,0.02,406
8,0.9996744915863848,1.0,-0.0003255084136152,0.0,0.0,8.750213711962608,12,27.150535898260323,0.02,406
9,0.9997397354068868,1.0,-0.0002602645931131,0.0,0.0,9.281003178840407,30,27.150535898260323,0.02,406
10,0.9997908689967994,1.0,-0.0002091310032006,0.0,0.0,9.783036338799578,24,27.150535898260323,0.02,406
11,0.9998225604667486,1.0,-0.0001774395332513,0.0,0.0,10.26053507410312,24,27.150535898260323,0.02,406
12,0.9998484561230174,1.0,-0.0001515438769825,0.0,0.0,10.716779367306565,8,27.150535898260323,0.02,406
13,0.9998692313689864,1.0,-0.0001307686310135,0.0,0.0,11.15437761635112,24,27.150535898260323,0.02,406
14,1.0000217906752529,1.0,2.1790675252854632e-05,0.0,0.0,11.575444700260212,47,27.150535898260323,0.02,406
16,1.0000154874102751,1.0,1.5487410275222286e-05,0.0,0.0,12.374670905120542,5,27.150535898260323,0.02,406
17,1.000011180596089,1.0,1.1180596088986285e-05,0.0,0.0,12.755518806017424,43,27.150535898260323,0.02,406
18,1.0000102349031694,1.0,1.0234903169436494e-05,0.0,0.0,13.12532056794391,31,27.150535898260323,0.02,406
19,1.000005541701529,1.0,5.5417015290741465e-06,0.0,0.0,13.484984983748364,22,27.150535898260323,0.02,406
20,1.00000699096155,1.0,6.990961550133625e-06,0.0,0.0,13.835302671519193,20,27.150535898260323,0.02,406
21,1.0000040645002055,1.0,4.064500205529172e-06,0.0,0.0,14.176966530720646,40,27.150535898260323,0.02,406
22,1.0000028818143545,1.0,2.8818143542921504e-06,0.0,0.0,14.510587859001465,21,27.150535898260323,0.02,406
24,1.0000018336695755,1.0,1.8336695755168012e-06,0.0,0.0,15.155814726205096,20,27.150535898260323,0.02,406
25,1.000001879411614,1.0,1.879411613954729e-06,0.0,0.0,15.46833863140068,24,27.150535898260323,0.02,406
26,1.0000013552685654,1.0,1.3552685653509357e-06,0.0,0.0,15.774672104874632,57,27.150535898260323,0.02,406
27,1.0000010736643663,1.0,1.0736643663122086e-06,0.0,0.0,16.075169050959843,26,27.150535898260323,0.02,406
29,1.0000007781359426,1.0,7.781359426376316e-07,0.0,0.0,16.659910564531604,52,27.150535898260323,0.02,406
30,1.0000005922424036,1.0,5.922424036207243e-07,0.0,0.0,16.94471599109348,40,27.150535898260323,0.02,406
32,1.000000528477208,1.0,5.284772079826636e-07,0.0,0.0,17.500427423925217,8,27.150535898260323,0.02,406
33,1.0000003764107133,1.0,3.764107132161253e-07,0.0,0.0,17.7717680611891,33,27.150535898260323,0.02,406
34,1.0000003007288036,1.0,3.0072880371130997e-07,0.0,0.0,18.039027690574912,34,27.150535898260323,0.02,406
35,1.0000002421771257,1.0,2.4217712547923564e-07,0.0,0.0,18.302385091073667,36,27.150535898260323,0.02,406
36,1.000000223209864,1.0,2.23209864011839e-07,0.0,0.0,18.562006357680815,19,27.150535898260323,0.02,406
37,1.0000001414870925,1.0,1.4148709224537305e-07,0.0,0.0,18.818046126609698,20,27.150535898260323,0.02,406
38,1.0000001346790235,1.0,1.346790237194248e-07,0.0,0.0,19.070648652414462,52,27.150535898260323,0.02,406
40,1.0000000865448058,1.0,8.654480583410548e-08,0.0,0.0,19.566072677599156,18,27.150535898260323,0.02,406
41,1.0000000758492382,1.0,7.584923828796584e-08,0.0,0.0,19.80913880070811,56,27.150535898260323,0.02,406
42,1.0000000711400348,1.0,7.114003475134377e-08,0.0,0.0,20.049258341054585,28,27.150535898260323,0.02,406
43,1.0000000390427897,1.0,3.904278958923176e-08,0.0,0.0,20.286535929699134,12,27.150535898260323,0.02,406
44,1.000000035284182,1.0,3.5284181953943376e-08,0.0,0.0,20.52107014820624,16,27.150535898260323,0.02,406
45,1.0000000288545878,1.0,2.8854587818007613e-08,0.0,0.0,20.752954007278788,40,27.150535898260323,0.02,406
46,1.000000028511142,1.0,2.8511142159486873e-08,0.0,0.0,20.98227537777674,28,27.150535898260323,0.02,406
48,1.0000000164302072,1.0,1.6430207290474466e-08,0.0,0.0,21.43355873461313,4,27.150535898260323,0.02,406
50,1.000000023851416,1.0,2.3851416060389713e-08,0.0,0.0,21.87553427990652,6,27.150535898260323,0.02,406
52,1.000000011925708,1.0,1.1925708030194857e-08,0.0,0.0,22.308755232702243,12,27.150535898260323,0.02,406
1,0.998049704084856,0.9981961775464508,-0.0001464734615948,-0.0016770224701027,-0.0001267999834465,3.0936677262801355,6,0.002715053589826,200.0,502
2,0.9983751416423676,0.998435090799818,-5.9949157450484926e-05,-0.0015216993054004,-4.3209894781521845e-05,4.375106855981304,12,0.002715053589826,200.0,502
3,0.9985819652063695,0.998614015513259,-3.2050306889512724e-05,-0.0013681562522293,-1.7828234511583837e-05,5.358389683653281,8,0.002715053589826,200.0,502
4,0.998649304633962,0.9986717681667052,-2.246353274320997e-05,-0.0013191834427492,-9.048390545656543e-06,6.187335452560271,6,0.002715053589826,200.0,502
5,0.9987655921210652,0.9987808125242182,-1.522040315294979e-05,-0.0012158528014613,-3.3346743203738075e-06,6.917651335759596,24,0.002715053589826,200.0,502
6,0.9988688823657416,0.9988796169280116,-1.0734562270131472e-05,-0.0011201723024716,-2.107695166885186e-07,7.577907363102549,24,0.002715053589826,200.0,502
8,0.9990035939210172,0.99900993659207,-6.342671052801988e-06,-0.0009924930185442,2.429610614211978e-06,8.750213711962608,12,0.002715053589826,200.0,502
9,0.9990722687095708,0.999077171558454,-4.902848883061264e-06,-0.0009258534245228,3.024982976824669e-06,9.281003178840407,30,0.002715053589826,200.0,502
10,0.9991036816790578,0.99910784184132,-4.1601622622810905e-06,-0.0008954972374096,3.3390787296871404e-06,9.783036338799578,24,0.002715053589826,200.0,502
11,0.9991686707810984,0.9991719268492592,-3.256068160857085e-06,-0.000831561160779,3.4880100382859355e-06,10.26053507410312,24,0.002715053589826,200.0,502
12,0.9992392305126182,0.9992417231629362,-2.4926503180225983e-06,-0.0007617415063913,3.4646693275687283e-06,10.716779367306565,8,0.002715053589826,200.0,502
13,0.9992709162449012,0.9992730505329912,-2.13428809001023e-06,-0.0007303518232322,3.4023562235605735e-06,11.15437761635112,24,0.002715053589826,200.0,502
14,0.9993195534717974,0.999321280632412,-1.7271606144886927e-06,-0.0006820155795758,3.2962119876673835e-06,11.575444700260212,48,0.002715053589826,200.0,502
16,0.9993712738951276,0.9993725873747312,-1.3134796034647494e-06,-0.0006304867061862,3.0740809173273516e-06,12.374670905120542,6,0.002715053589826,200.0,502
17,0.999431082213946,0.9994320880694711,-1.005855525250088e-06,-0.0005707430071013,2.831076572609123e-06,12.755518806017424,48,0.002715053589826,200.0,502
18,0.9994544330036912,0.9994553144236809,-8.814199895719323e-07,-0.0005473679035177,2.6823271985899905e-06,13.12532056794391,36,0.002715053589826,200.0,502
19,0.999504832497292,0.999505516492256,-6.839949640090638e-07,-0.0004969218278044,2.4383200604898997e-06,13.484984983748364,24,0.002715053589826,200.0,502
20,0.9995324901864482,0.9995330738992584,-5.837128103392528e-07,-0.0004691677298904,2.2416291489600175e-06,13.835302671519193,24,0.002715053589826,200.0,502
21,0.999557678900065,0.999558178145932,-4.992458670855962e-07,-0.0004439248324305,2.102978362632265e-06,14.176966530720646,48,0.002715053589826,200.0,502
22,0.9995880792431616,0.9995884914099428,-4.121667814202669e-07,-0.0004134769572498,1.9683671927305935e-06,14.510587859001465,24,0.002715053589826,200.0,502
24,0.9996323556859134,0.9996326603831974,-3.046972840335869e-07,-0.0003690020271569,1.662410354356776e-06,15.155814726205096,24,0.002715053589826,200.0,502
25,0.9996712833345746,0.9996715169929928,-2.336584182599592e-07,-0.0003299145100494,1.4315030422310674e-06,15.46833863140068,30,0.002715053589826,200.0,502
26,0.9996844154016395,0.9996846243074762,-2.08905836582004e-07,-0.0003167065119344,1.3308194105943932e-06,15.774672104874632,72,0.002715053589826,200.0,502
27,0.9997067766554608,0.9997069512134006,-1.745579396866485e-07,-0.0002942347596548,1.185973055381443e-06,16.075169050959843,32,0.002715053589826,200.0,502
29,0.999743618022526,0.9997437427563,-1.2473377400879086e-07,-0.0002572508059406,9.935622407063416e-07,16.659910564531604,72,0.002715053589826,200.0,502
30,0.9997706356156536,0.9997707325816506,-9.69659970881052e-08,-0.0002300919390891,8.245207397356454e-07,16.94471599109348,48,0.002715053589826,200.0,502
32,0.9997942840225896,0.9997943573967016,-7.33741118157939e-08,-0.0002063626791778,7.200758793959795e-07,17.500427423925217,12,0.002715053589826,200.0,502
33,0.9998175072541275,0.9998175633451264,-5.60909988712948e-08,-0.0001830392413516,6.02586478029569e-07,17.7717680611891,48,0.002715053589826,200.0,502
