beta,theta,M,Z,U,S,F,TrU,TrT,TrV
0.002715053589826,200.0,38,674.8406348694596,15.035587533382712,6.555298992415331,-2399.391522480075,15.035587533382683,15.0692664643934,-0.033678931010655
0.005430107179652,100.0,38,647.8844347957754,14.992661507179022,6.555124097975245,-1192.1886852144644,14.99266150717918,15.026445281524396,-0.0337837743453313
0.0108602143593041,50.0,38,597.3694492360938,14.905819055682354,6.554416155075513,-588.6196674795104,14.905819055682304,14.939814697558024,-0.0339956418756826
0.0271505358982603,20.0,38,469.6019711023815,14.63740133162577,6.549298756223742,-226.5843108572445,14.637401331625751,14.672050278263749,-0.0346489466379926
0.0543010717965206,10.0,38,317.6100668079388,14.164151091492812,6.529953010725123,-106.09043679573064,14.16415109149282,14.199949362139082,-0.0357982706462928
0.1086021435930413,5.0,38,151.31129660372687,13.126918296880614,6.44495074742599,-46.21768148907566,13.126918296880616,13.165246661858127,-0.0383283649775933
0.2715053589826032,2.0,38,23.692852871595516,9.58274183416989,5.766939197785295,-11.657867262443974,9.582741834169902,9.62980929914706,-0.0470674649771591
0.5430107179652065,1.0,38,3.6372599549570177,4.618714567009603,3.799242151663907,-2.3779100408813676,4.618714567009584,4.66837450852454,-0.0496599415149386
1.086021435930413,0.5,38,1.148790105767936,0.6244854247673799,0.8169138643310306,-0.127722439003897,0.6244854247673809,0.6353419777540819,-0.010856552986701
2.715053589826032,0.2,38,1.0000691452678536,0.000324313593316,0.0009496716631919,-2.5466487176832218e-05,0.000324313593316,0.0003308673233536,-6.5537300375259575e-06
5.430107179652064,0.1,38,1.0000000002079592,9.723274732391663e-10,5.487801547211666e-09,-3.8297430773004304e-11,9.72327473239168e-10,9.951681309204743e-10,-2.2840657681307127e-11
10.860214359304129,0.05,38,1.0,9.736295250133787e-21,0.0,9.736295250133787e-21,9.736295250133787e-21,1.0013686041698208e-20,-2.7739079156442073e-22
27.150535898260323,0.02,38,1.0,1.4889460704553795e-53,0.0,1.4889460704553795e-53,1.4889460704553795e-53,1.5386330210417144e-53,-4.9686950586334725e-55
0.002715053589826,200.0,54,1358.7896338335013,19.030253024932943,7.266017764135327,-2657.1665599451194,19.030253024932815,19.059949889267823,-0.0296968643349223
0.005430107179652,100.0,54,1290.5100028369493,18.94819557351129,7.26568350308666,-1319.0886539223782,18.948195573511356,18.978004480746055,-0.029808907234896
0.0108602143593041,50.0,54,1164.852455159511,18.78309314254791,7.26433812790637,-650.111450516518,18.78309314254786,18.813128947388517,-0.030035804840677
0.0271505358982603,20.0,54,861.3041714865508,18.280287093522436,7.254767309991159,-248.92502101444788,18.280287093522528,18.311027001524884,-0.0307399080025348
0.0543010717965206,10.0,54,530.4611863479936,17.42021849039554,7.219683326052682,-115.53633443192236,17.420218490395584,17.45221536617346,-0.0319968757779064
0.1086021435930413,5.0,54,216.1155381194832,15.6429183800359,7.074667631501043,-49.50006496669754,15.642918380036123,15.677767378746465,-0.0348489987103228
0.2715053589826032,2.0,54,26.050348836616603,10.450761803538018,6.097468994261929,-12.007244245074176,10.45076180353802,10.49601761982968,-0.0452558162915716
0.5430107179652065,1.0,54,3.65749140710159,4.682637379184193,3.8394997897596777,-2.3881250620199497,4.682637379184187,4.732170488839528,-0.0495331096553866
1.086021435930413,0.5,54,1.1487958714967017,0.6245549970585115,0.8169944402754933,-0.1277270604089456,0.6245549970585065,0.6354116304476182,-0.0108566333891053
2.715053589826032,0.2,54,1.0000691452678538,0.0003243135933219,0.0009496716632081,-2.546648717697636e-05,0.0003243135933219,0.0003308673233594,-6.553730037537329e-06
5.430107179652064,0.1,54,1.0000000002079592,9.72327473239166e-10,5.4878015472116665e-09,-3.829743077300451e-11,9.72327473239168e-10,9.951681309204743e-10,-2.2840657681307127e-11
10.860214359304129,0.05,54,1.0,9.736295250133787e-21,0.0,9.736295250133787e-21,9.736295250133787e-21,1.0013686041698208e-20,-2.7739079156442073e-22
27.150535898260323,0.02,54,1.0,1.4889460704553795e-53,0.0,1.4889460704553795e-53,1.4889460704553795e-53,1.5386330210417144e-53,-4.9686950586334725e-55
0.002715053589826,200.0,66,2017.7454538597185,22.455824794167793,7.670704822847745,-2802.79405299526,22.45582479416776,22.48203937196957,-0.0262145778017189
0.005430107179652,100.0,66,1898.761871702067,22.31585031441422,7.67013476528043,-1390.204107675051,22.31585031441409,22.34222441509837,-0.0263741006843607
0.0108602143593041,50.0,66,1683.3478324807988,22.03594939251131,7.667854980932581,-684.0141088518179,22.035949392511252,22.06264478237606,-0.0266953898645241
0.0271505358982603,20.0,66,1183.6960662963456,21.1980778812952,7.651936256217673,-260.63563195380135,21.198077881295124,21.225755282418987,-0.0276774011239117
0.0543010717965206,10.0,66,678.3523486111613,19.816809878618855,7.595740857163175,-120.0651594060072,19.816809878619058,19.846185770572166,-0.029375891953323
0.1086021435930413,5.0,66,248.72546408273115,17.168418043752844,7.380876735973433,-50.7941146630727,17.168418043752833,17.201426571059624,-0.0330085273068042
0.2715053589826032,2.0,66,26.545493524042747,10.708033719735129,6.186148536914813,-12.076594031613205,10.708033719735152,10.75285933270693,-0.0448256129717492
0.5430107179652065,1.0,66,3.6586183247207766,4.687658103686153,3.84253416169075,-2.388692389154322,4.6876581036862035,4.73718262061711,-0.0495245169309757
1.086021435930413,0.5,66,1.148795895254453,0.6245553828523522,0.8169948799364425,-0.1277270794514503,0.6245553828523482,0.6354120164353873,-0.0108566335830351
