q,n_q_alpha,n_q_beta,n_q,D_q,beta,theta,M,T_q
0.0,0.3701946685438264,0.3701946685438264,0.7403893370876529,1,0.3681428596374282,1.4749999999999996,38,0.0
3.093668,0.0776395889566271,0.0776395889566271,0.1552791779132542,6,0.3681428596374282,1.4749999999999996,38,4.458429340398975
4.375107,0.0136639831430342,0.0136639831430342,0.0273279662860685,12,0.3681428596374282,1.4749999999999996,38,3.1385996448935627
0.0,0.3776272715604577,0.3776272715604577,0.7552545431209154,1,0.3744901503208321,1.4499999999999995,38,0.0
3.093668,0.077330808726427,0.077330808726427,0.154661617452854,6,0.3744901503208321,1.4499999999999995,38,4.440697731350552
4.375107,0.013198989673415,0.013198989673415,0.02639797934683,12,0.3744901503208321,1.4499999999999995,38,3.031791233074873
0.0,0.3853215858074961,0.3853215858074962,0.7706431716149924,1,0.3810601529580397,1.4249999999999998,38,0.0
3.093668,0.0769868268108605,0.0769868268108605,0.1539736536217211,6,0.3810601529580397,1.4249999999999998,38,4.420944676426666
4.375107,0.0127297877772783,0.0127297877772783,0.0254595755545567,12,0.3810601529580397,1.4249999999999998,38,2.924016151008227
0.0,0.3932883353160357,0.3932883353160359,0.7865766706320716,1,0.3878647985465762,1.3999999999999997,38,0.0
3.093668,0.0766050866414997,0.0766050866414997,0.1532101732829995,6,0.3878647985465762,1.3999999999999997,38,4.399023365477456
4.375107,0.0122567620695805,0.0122567620695805,0.024513524139161,12,0.3878647985465762,1.3999999999999997,38,2.8153627442625626
0.0,0.4015386925165406,0.4015386925165408,0.8030773850330815,1,0.3949168857928775,1.3749999999999998,38,0.0
3.093668,0.0761828605093662,0.0761828605093662,0.1523657210187324,6,0.3949168857928775,1.3749999999999998,38,4.374777160659977
4.375107,0.0117803453689385,0.0117803453689385,0.023560690737877,12,0.3949168857928775,1.3749999999999998,38,2.705930430726765
0.0,0.410084295844795,0.410084295844795,0.82016859168959,1,0.4022301614557086,1.3499999999999996,38,0.0
3.093668,0.0757172400380773,0.0757172400380773,0.1514344800761547,6,0.4022301614557086,1.3499999999999996,38,4.348039049361572
4.375107,0.011301021993895,0.011301021993895,0.02260204398779,12,0.4022301614557086,1.3499999999999996,38,2.5958304577574887
0.0,0.4189372675693699,0.41893726756937,0.8378745351387399,1,0.4098194097850616,1.3249999999999995,38,0.0
3.093668,0.075205126615301,0.075205126615301,0.1504102532306021,6,0.4098194097850616,1.3249999999999995,38,4.318631094729128
4.375107,0.0108193310615686,0.0108193310615686,0.0216386621231373,12,0.4098194097850616,1.3249999999999995,38,2.4851866598749752
0.0,0.4281102314551044,0.4281102314551044,0.8562204629102088,1,0.4177005522809282,1.2999999999999998,38,0.0
3.093668,0.0746432219446454,0.0746432219446454,0.1492864438892909,6,0.4177005522809282,1.2999999999999998,38,4.286363893114272
4.375107,0.0103358697397519,0.0103358697397519,0.0206717394795039,12,0.4177005522809282,1.2999999999999998,38,2.3741362057658293
0.0,0.4376163296499092,0.4376163296499094,0.8752326592998186,1,0.4258907591883973,1.2749999999999997,38,0.0
3.093668,0.0740280189392972,0.0740280189392972,0.1480560378785944,6,0.4258907591883973,1.2749999999999997,38,4.251036051143362
4.375107,0.0098512963928589,0.0098512963928589,0.0197025927857179,12,0.4258907591883973,1.2749999999999997,38,2.2628303209032143
0.0,0.4474692378598198,0.4474692378598199,0.8949384757196398,1,0.4344085743721652,1.2499999999999998,38,0.0
3.093668,0.0733557932566792,0.0733557932566792,0.1467115865133584,6,0.4344085743721652,1.2499999999999998,38,4.2124336995978355
4.375107,0.0093663335500087,0.0093663335500087,0.0187326671000175,12,0.4344085743721652,1.2499999999999998,38,2.151434969311894
0.0,0.4576831774270553,0.4576831774270554,0.9153663548541108,1,0.4432740554818012,1.225,38,0.0
3.093668,0.0726225958758195,0.0726225958758195,0.145245191751639,6,0.4432740554818012,1.225,38,4.170330067171924
4.375107,0.0088817706098356,0.0088817706098356,0.0177635412196713,12,0.4432740554818012,1.225,38,2.040131474859684
0.0,0.4682729223061914,0.4682729223061915,0.9365458446123828,1,0.4525089316376721,1.1999999999999995,38,0.0
3.093668,0.0718242472532259,0.0718242472532259,0.1436484945064519,6,0.4525089316376721,1.1999999999999995,38,4.124485144875562
4.375107,0.0083984661812044,0.0083984661812044,0.0167969323624088,12,0.4525089316376721,1.1999999999999995,38,1.9291170589167872
0.0,0.4792537980918103,0.4792537980918103,0.9585075961836206,1,0.4621367812469843,1.1749999999999998,38,0.0
3.093668,0.0709563337679034,0.0709563337679034,0.1419126675358068,6,0.4621367812469843,1.1749999999999998,38,4.074645481890589
4.375107,0.0079173499417307,0.0079173499417307,0.0158346998834615,12,0.4621367812469843,1.1749999999999998,38,1.8186052672556292
0.0,0.4906416691218955,0.4906416691218956,0.9812833382437912,1,0.472183233013223,1.15,38,0.0
3.093668,0.0700142073929604,0.0700142073929603,0.1400284147859207,6,0.472183233013223,1.15,38,4.020544166712887
4.375107,0.0074394238766952,0.0074394238766952,0.0148788477533904,12,0.472183233013223,1.15,38,1.7088262546277726
0.0,0.5024529081856233,0.5024529081856233,1.0049058163712463,1,0.4826761937468503,1.1249999999999998,38,0.0
3.093668,0.068992989823602,0.068992989823602,0.137985979647204,6,0.4826761937468503,1.1249999999999998,38,3.961901064201079
4.375107,0.006965762739397,0.006965762739397,0.013931525478794,12,0.4826761937468503,1.1249999999999998,38,1.6000268905066488
0.0,0.5147043414085211,0.5147043414085212,1.029408682817042,1,0.4936461072410968,1.1,38,0.0
3.093668,0.0678875826652196,0.0678875826652196,0.1357751653304392,6,0.4936461072410968,1.1,38,3.898423400624415
4.375107,0.0064975135500134,0.0064975135500134,0.0129950271000268,12,0.4936461072410968,1.1,38,1.492470643976127
0.0,0.5274131583659702,0.5274131583659704,1.0548263167319405,1,0.5051262492699596,1.0749999999999995,38,0.0
3.093668,0.0666926857589238,0.0666926857589238,0.1333853715178476,6,0.5051262492699596,1.0749999999999995,38,3.8298068160008496
4.375107,0.006035893923374,0.006035893923374,0.012071787846748,12,0.5051262492699596,1.0749999999999995,38,1.386437199622454
0.0,0.5405967742735492,0.5405967742735492,1.0811935485470985,1,0.5171530647287682,1.0499999999999998,38,0.0
3.093668,0.065402826314686,0.0654028263146861,0.1308056526293722,6,0.5171530647287682,1.0499999999999998,38,3.755737037058657
4.375107,0.0055821889865278,0.0055821889865278,0.0111643779730557,12,0.5171530647287682,1.0499999999999998,38,1.2822217495033124
0.0,0.5542726271084245,0.5542726271084246,1.1085452542168492,1,0.5297665541123966,1.025,38,0.0
3.093668,0.0640124022530389,0.064012402253039,0.128024804506078,6,0.5297665541123966,1.025,38,3.675892366120133
4.375107,0.0051377466144452,0.0051377466144452,0.0102754932288904,12,0.5297665541123966,1.025,38,1.18013389879446
0.0,0.5831690545621983,0.5831690545621984,1.1663381091243967,1,0.5569340697079042,0.975,38,0.0
3.093668,0.0609072003381828,0.0609072003381827,0.1218144006763656,6,0.5569340697079042,0.975,38,3.497577108258683
4.375107,0.0042823119507254,0.0042823119507254,0.0085646239014509,12,0.5569340697079042,0.975,38,0.9836416385453618
0.0,0.5984214002738577,0.5984214002738577,1.1968428005477154,1,0.5715902294370596,0.9499999999999998,38,0.0
3.093668,0.0591812539874764,0.0591812539874764,0.1183625079749528,6,0.5715902294370596,0.9499999999999998,38,3.3984651738273626
4.375107,0.0038742563167736,0.0038742563167736,0.0077485126335472,12,0.5715902294370596,0.9499999999999998,38,0.8899117755609371
0.0,0.6142282256777591,0.6142282256777591,1.2284564513555185,1,0.5870386140164396,0.9249999999999998,38,0.0
3.093668,0.0573326760872786,0.0573326760872786,0.1146653521745572,6,0.5870386140164396,0.9249999999999998,38,3.2923111606620026
4.375107,0.0034813098165474,0.0034813098165474,0.0069626196330948,12,0.5870386140164396,0.9249999999999998,38,0.7996524614823131
0.0,0.6305998751189132,0.6305998751189132,1.2611997502378265,1,0.6033452421835629,0.8999999999999999,38,0.0
3.093668,0.0553567272331588,0.0553567272331587,0.1107134544663176,6,0.6033452421835629,0.8999999999999999,38,3.1788429099316047
4.375107,0.0031049801235112,0.0031049801235112,0.0062099602470224,12,0.6033452421835629,0.8999999999999999,38,0.7132100069972593
0.0,0.6475424564377174,0.6475424564377176,1.295084912875435,1,0.6205836776745217,0.8749999999999999,38,0.0
3.093668,0.0532494160011048,0.0532494160011048,0.1064988320022097,6,0.6205836776745217,0.8749999999999999,38,3.057831215348958
4.375107,0.0027467539629711,0.0027467539629711,0.0054935079259422,12,0.6205836776745217,0.8749999999999999,38,0.6309259110280764
0.0,0.6650562076779661,0.6650562076779665,1.3301124153559325,1,0.6388361387825959,0.8499999999999999,38,0.0
3.093668,0.0510078253172531,0.0510078253172531,0.1020156506345063,6,0.6388361387825959,0.8499999999999999,38,2.9291085648512527
4.375107,0.0024080700348761,0.0024080700348761,0.0048161400697522,12,0.6388361387825959,0.8499999999999999,38,0.5531306411332962
0.0,0.6831334539727014,0.6831334539727016,1.366266907945403,1,0.6581948096547958,0.8249999999999998,38,0.0
3.093668,0.0486305168832484,0.0486305168832484,0.0972610337664968,6,0.6581948096547958,0.8249999999999998,38,2.7925923646010715
4.375107,0.0020902870606506,0.0020902870606506,0.0041805741213012,12,0.6581948096547958,0.8249999999999998,38,0.4801362939055025
0.0,0.7017561093169378,0.701756109316938,1.4035122186338758,1,0.6787633974565083,0.7999999999999998,38,0.0
3.093668,0.0461180216653707,0.0461180216653707,0.0922360433307415,6,0.6787633974565083,0.7999999999999998,38,2.6483131051725386
4.375107,0.0017946467242364,0.0017946467242364,0.0035892934484729,12,0.6787633974565083,0.7999999999999998,38,0.4122280825755728
0.0,0.7208927034555122,0.7208927034555123,1.4417854069110243,1,0.7006589909228472,0.7749999999999999,38,0.0
3.093668,0.0434734196634677,0.0434734196634677,0.0869468393269354,6,0.7006589909228472,0.7749999999999999,38,2.496447654602608
4.375107,0.0015222315469734,0.0015222315469734,0.0030444630939469,12,0.7006589909228472,0.7749999999999999,38,0.3496546609260317
0.0,0.7404949603000517,0.7404949603000517,1.4809899206001034,1,0.7240142906202754,0.7499999999999999,38,0.0
3.093668,0.0407030036031327,0.0407030036031327,0.0814060072062655,6,0.7240142906202754,0.7499999999999999,38,2.3373573707087787
4.375107,0.0012739181734292,0.0012739181734292,0.0025478363468585,12,0.7240142906202754,0.7499999999999999,38,0.2926173931052391
0.0,0.7604940280581224,0.7604940280581225,1.520988056116245,1,0.7489803006416643,0.7249999999999999,38,0.0
3.093668,0.0378170075894709,0.0378170075894709,0.0756340151789419,6,0.7489803006416643,0.7249999999999999,38,2.171629943805834
4.375107,0.0010503272004209,0.0010503272004209,0.0021006544008418,12,0.7489803006416643,0.7249999999999999,38,0.2412588294170751
0.0,0.7807965685941973,0.7807965685941973,1.5615931371883949,1,0.7757295970931523,0.7,38,0.0
3.093668,0.0348303620490173,0.0348303620490173,0.0696607240980347,6,0.7757295970931523,0.7,38,2.0001227490115774
4.375107,0.0008517715926416,0.0008517715926416,0.0017035431852832,12,0.7757295970931523,0.7,38,0.1956508574557399
0.0,0.8012810566888706,0.8012810566888707,1.6025621133777412,1,0.8044603229114172,0.6749999999999999,38,0.0
3.093668,0.0317634100870655,0.0317634100870655,0.0635268201741311,6,0.8044603229114172,0.6749999999999999,38,1.8240039828445032
4.375107,0.0006782068990613,0.0006782068990613,0.0013564137981226,12,0.8044603229114172,0.6749999999999999,38,0.1557832668758365
0.0,0.8217948129576137,0.8217948129576138,1.6435896259152276,1,0.8354011045618563,0.6499999999999999,38,0.0
3.093668,0.0286424888108156,0.0286424888108156,0.0572849776216312,6,0.8354011045618563,0.6499999999999999,38,1.6447860455254193
4.375107,0.0005291878481243,0.0005291878481243,0.0010583756962487,12,0.8354011045618563,0.6499999999999999,38,0.1215537793642397
0.0,0.8421524776129165,0.8421524776129165,1.684304955225833,1,0.8688171487443305,0.6249999999999999,38,0.0
3.093668,0.0255002458436217,0.0255002458436217,0.0510004916872434,6,0.8688171487443305,0.6249999999999999,38,1.4643437167100786
4.375107,0.0004038372771127,0.0004038372771127,0.0008076745542255,12,0.8688171487443305,0.6249999999999999,38,0.0927609117541343
0.0,0.8621367870260948,0.8621367870260948,1.7242735740521895,1,0.9050178632753444,0.5999999999999999,38,0.0
3.093668,0.0223755333404267,0.0223755333404267,0.0447510666808535,6,0.9050178632753444,0.5999999999999999,38,1.2849080693583328
4.375107,0.0003008344109454,0.0003008344109454,0.0006016688218908,12,0.9050178632753444,0.5999999999999999,38,0.0691012836799686
0.0,0.8815025802638213,0.8815025802638213,1.763005160527643,1,0.944366466026446,0.575,38,0.0
3.093668,0.0193127104385594,0.0193127104385594,0.0386254208771188,6,0.944366466026446,0.575,38,1.1090264131872798
4.375107,0.0002184297587351,0.0002184297587351,0.0004368595174703,12,0.944366466026446,0.575,38,0.0501730392978329
0.0,0.8999848607280964,0.8999848607280964,1.7999697214561927,1,0.9872922144821936,0.5499999999999999,38,0.0
3.093668,0.0163602043659079,0.0163602043659079,0.0327204087318159,6,0.9872922144821936,0.5499999999999999,38,0.9394796667539734
4.375107,0.0001544927563713,0.0001544927563713,0.0003089855127426,12,0.9872922144821936,0.5499999999999999,38,0.0354867907263812
0.0,0.9173113920104744,0.9173113920104744,1.8346227840209488,1,1.0343061294575364,0.5249999999999999,38,0.0
3.093668,0.0135682441969234,0.0135682441969234,0.0271364883938468,6,1.0343061294575364,0.5249999999999999,38,0.7791522190960535
4.375107,0.0001065952339987,0.0001065952339987,0.0002131904679974,12,1.0343061294575364,0.5249999999999999,38,0.0244847904211841
0.0,0.9474772557585356,0.9474772557585356,1.8949545115170712,1,1.143180458874119,0.475,38,0.0
3.093668,0.0086568978993757,0.0086568978993757,0.0173137957987515,6,1.143180458874119,0.475,38,0.4971196796646706
4.375107,4.844640376749362e-05,4.84464037674936e-05,9.689280753498722e-05,12,1.143180458874119,0.475,38,0.0111280776673484
0.0,0.9599033393981288,0.9599033393981288,1.9198066787962575,1,1.2066904843671258,0.4499999999999999,38,0.0
3.093668,0.0066167460447877,0.0066167460447877,0.0132334920895755,6,1.2066904843671258,0.4499999999999999,38,0.3799645915247042
4.375107,3.301536109532571e-05,3.301536109532569e-05,6.603072219065139e-05,12,1.2066904843671258,0.4499999999999999,38,0.0075835866837004
0.0,0.9703887467933138,0.9703887467933138,1.9407774935866275,1,1.277672277565192,0.4249999999999999,38,0.0
3.093668,0.0048880963250334,0.0048880963250334,0.0097761926500669,6,1.277672277565192,0.4249999999999999,38,0.2806974169634044
4.375107,2.3556271373707007e-05,2.3556271373706997e-05,4.7112542747414e-05,12,1.277672277565192,0.4249999999999999,38,0.0054108457390935
0.0,0.9789108745970324,0.9789108745970324,1.9578217491940648,1,1.3575267949130163,0.3999999999999999,38,0.0
3.093668,0.0034785516833926,0.0034785516833926,0.0069571033667853,6,1.3575267949130163,0.3999999999999999,38,0.1997547526429604
4.375107,1.8151275217564375e-05,1.8151275217564368e-05,3.630255043512874e-05,12,1.3575267949130163,0.3999999999999999,38,0.0041693249586051
0.0,0.9855404665677352,0.9855404665677352,1.9710809331354704,1,1.448028581240551,0.375,38,0.0
3.093668,0.0023793181909164,0.0023793181909164,0.0047586363818329,6,1.448028581240551,0.375,38,0.136631609918145
4.375107,1.5302013777320783e-05,1.530201377732078e-05,3.0604027554641566e-05,12,1.448028581240551,0.375,38,0.0035148532097054
0.0,0.9904379821210578,0.9904379821210578,1.9808759642421156,1,1.5514591941863043,0.35,38,0.0
3.093668,0.001565806369546,0.001565806369546,0.003131612739092,6,1.5514591941863043,0.35,38,0.089915945630102
4.375107,1.393163705733922e-05,1.393163705733922e-05,2.786327411467844e-05,12,1.5514591941863043,0.35,38,0.0032000794104639
0.0,0.9938388857726124,0.9938388857726124,1.9876777715452247,1,1.6708022091237127,0.3249999999999999,38,0.0
3.093668,0.0010001795692802,0.0010001795692802,0.0020003591385605,6,1.6708022091237127,0.3249999999999999,38,0.0574350018756259
4.375107,1.3336400830175802e-05,1.3336400830175802e-05,2.6672801660351605e-05,12,1.6708022091237127,0.3249999999999999,38,0.0030633544019765
0.0,0.9960290347226172,0.9960290347226172,1.992058069445234,1,1.8100357265506883,0.3,38,0.0
3.093668,0.0006356191781443,0.0006356191781443,0.0012712383562886,6,1.8100357265506883,0.3,38,0.036500234368088
4.375107,1.3104184032778458e-05,1.3104184032778454e-05,2.6208368065556908e-05,12,1.8100357265506883,0.3,38,0.0030100144973367
0.0,0.997313191541324,0.997313191541324,1.994626383082648,1,1.974584428964387,0.275,38,0.0
3.093668,0.0004217568105723,0.0004217568105723,0.0008435136211446,6,1.974584428964387,0.275,38,0.02421925417224
4.375107,1.3022287516809194e-05,1.3022287516809194e-05,2.6044575033618388e-05,12,1.974584428964387,0.275,38,0.0029912029712064
0.0,0.997981329243094,0.997981329243094,1.995962658486188,1,2.172042871860826,0.25,38,0.0
3.093668,0.0003104539763807,0.0003104539763807,0.0006209079527614,6,2.172042871860826,0.25,38,0.0178277234042613
4.375107,1.2995572142017792e-05,1.2995572142017792e-05,2.5991144284035585e-05,12,2.172042871860826,0.25,38,0.0029850664834081
0.0,0.99827867102148,0.99827867102148,1.99655734204296,1,2.413380968734251,0.225,38,0.0
3.093668,0.0002609135109848,0.0002609135109848,0.0005218270219696,6,2.413380968734251,0.225,38,0.0149828775282555
4.375107,1.2987325817545005e-05,1.2987325817545005e-05,2.597465163509001e-05,12,2.413380968734251,0.225,38,0.0029831723131072
0.0,0.2525202852745669,0.2525202852745669,0.5050405705491339,1,0.2749421356785856,1.9749999999999996,54,0.0
3.093668,0.0755556620806579,0.0755556620806579,0.1511113241613159,6,0.2749421356785856,1.9749999999999996,54,4.338760485219214
4.375107,0.0207766198530418,0.0207766198530418,0.0415532397060836,12,0.2749421356785856,1.9749999999999996,54,4.772363300674051
5.35839,0.0056032880006228,0.0056032880006228,0.0112065760012456,8,0.2749421356785856,1.9749999999999996,54,1.2870682335897277
0.0,0.2566117466071568,0.2566117466071568,0.5132234932143136,1,0.2784670348539521,1.9499999999999995,54,0.0
3.093668,0.075711995992179,0.075711995992179,0.1514239919843581,6,0.2784670348539521,1.9499999999999995,54,4.347737911650651
4.375107,0.0204738647142349,0.0204738647142349,0.0409477294284698,12,0.2784670348539521,1.9499999999999995,54,4.702820828233761
5.35839,0.0054287376086186,0.0054287376086186,0.0108574752172372,8,0.2784670348539521,1.9499999999999995,54,1.2469742272341289
0.0,0.2608269537041085,0.2608269537041084,0.5216539074082169,1,0.2820834898520554,1.9249999999999996,54,0.0
3.093668,0.0758607240258921,0.0758607240258921,0.1517214480517842,6,0.2820834898520554,1.9249999999999996,54,4.356278572905523
4.375107,0.020164447582723,0.020164447582723,0.0403288951654461,12,0.2820834898520554,1.9249999999999996,54,4.631748104495647
5.35839,0.0052544163934826,0.0052544163934826,0.0105088327869653,8,0.2820834898520554,1.9249999999999996,54,1.20693286251803
0.0,0.2651705467597792,0.2651705467597792,0.5303410935195584,1,0.2857951147185298,1.8999999999999997,54,0.0
3.093668,0.0760011215082291,0.0760011215082292,0.1520022430164584,6,0.2857951147185298,1.8999999999999997,54,4.364340854828724
4.375107,0.0198482723150221,0.0198482723150221,0.0396965446300443,12,0.2857951147185298,1.8999999999999997,54,4.559123045423032
5.35839,0.0050804320513224,0.0050804320513224,0.0101608641026448,8,0.2857951147185298,1.8999999999999997,54,1.1669688771024034
0.0,0.2696473549486956,0.2696473549486956,0.5392947098973913,1,0.2896057162481102,1.8749999999999996,54,0.0
3.093668,0.0761324118392775,0.0761324118392775,0.1522648236785551,6,0.2896057162481102,1.8749999999999996,54,4.371880161410881
4.375107,0.019525249161136,0.019525249161136,0.0390504983222721,12,0.2896057162481102,1.8749999999999996,54,4.4849250355553
5.35839,0.0049068980102507,0.0049068980102507,0.0098137960205014,8,0.2896057162481102,1.8749999999999996,54,1.1271083252826537
0.0,0.2742624037672154,0.2742624037672154,0.5485248075344308,1,0.2935193070082198,1.8499999999999996,54,0.0
3.093668,0.0762537629923105,0.0762537629923105,0.152507525984621,6,0.2935193070082198,1.8499999999999996,54,4.378848713775006
4.375107,0.0191952958212191,0.0191952958212191,0.0383905916424382,12,0.2935193070082198,1.8499999999999996,54,4.409135170722025
5.35839,0.0047339335530364,0.0047339335530364,0.0094678671060729,8,0.2935193070082198,1.8499999999999996,54,1.0873786061613333
0.0,0.2790209226040463,0.2790209226040463,0.5580418452080926,1,0.2975401194329899,1.8249999999999995,54,0.0
