q,n_q_alpha,n_q_beta,n_q,D_q,beta,theta,M,T_q
3.093668,0.0467510255813251,0.0467510255813251,0.0935020511626503,6,0.0543010717965206,10.0,54,2.684663158919669
4.375107,0.0362367581235639,0.036236758123564,0.0724735162471279,12,0.0543010717965206,10.0,54,8.323537506462118
5.35839,0.0280537998795703,0.0280537998795703,0.0561075997591406,8,0.0543010717965206,10.0,54,6.443922684763814
0.0,0.092994667344465,0.092994667344465,0.18598933468893,1,0.1086021435930413,5.0,54,0.0
3.093668,0.0563613704758922,0.0563613704758922,0.1127227409517845,6,0.1086021435930413,5.0,54,3.2365342368722807
4.375107,0.0338847346790659,0.0338847346790659,0.0677694693581319,12,0.1086021435930413,5.0,54,7.78328069624744
5.35839,0.0202775367064237,0.0202775367064237,0.0405550734128474,8,0.1086021435930413,5.0,54,4.657724776486001
0.0,0.2485481113724226,0.2485481113724226,0.4970962227448453,1,0.2715053589826032,2.0,54,0.0
3.093668,0.0753923983315537,0.0753923983315537,0.1507847966631074,6,0.2715053589826032,2.0,54,4.329385115011671
4.375107,0.0210728145748445,0.0210728145748445,0.042145629149689,12,0.2715053589826032,2.0,54,4.8403988536265015
5.35839,0.0057779654675151,0.0057779654675151,0.0115559309350302,8,0.2715053589826032,2.0,54,1.327191428887917
0.0,0.5670584412246749,0.5670584412246747,1.1341168824493495,1,0.5430107179652065,1.0,54,0.0
3.093668,0.0623005639574287,0.0623005639574288,0.1246011279148575,6,0.5430107179652065,1.0,54,3.577590582381546
4.375107,0.0046943890703485,0.0046943890703485,0.009388778140697,12,0.5430107179652065,1.0,54,1.0782952317018326
5.35839,0.0003506882733213,0.0003506882733213,0.0007013765466426,8,0.5430107179652065,1.0,54,0.0805526570174746
0.0,0.9332039950577964,0.9332039950577964,1.8664079901155928,1,1.086021435930413,0.5,54,0.0
3.093668,0.010984722984738,0.010984722984738,0.0219694459694761,6,1.086021435930413,0.5,54,0.6307943139507162
4.375107,7.216129104650337e-05,7.216129104650337e-05,0.000144322582093,12,1.086021435930413,0.5,54,0.0165753572792627
5.35839,2.7164409033198314e-06,2.7164409033198326e-06,5.432881806639664e-06,8,1.086021435930413,0.5,54,0.0006239630721637
0.0,0.9983813174604976,0.9983813174604976,1.996762634920995,1,2.715053589826032,0.2,54,0.0
3.093668,0.0002411177609627,0.0002411177609627,0.0004822355219254,6,2.715053589826032,0.2,54,0.0138461127166457
4.375107,1.2727480204439352e-05,1.2727480204439352e-05,2.5454960408878704e-05,12,2.715053589826032,0.2,54,0.0029234861044458
5.35839,2.4057763800655e-06,2.4057763800655e-06,4.811552760131001e-06,8,2.715053589826032,0.2,54,0.0005526038203923
0.0,0.9984158195829016,0.9984158195829016,1.996831639165803,1,5.430107179652064,0.1,54,0.0
3.093668,0.0002353686985226,0.0002353686985226,0.0004707373970453,6,5.430107179652064,0.1,54,0.0135159745872848
4.375107,1.2726795577867975e-05,1.2726795577867975e-05,2.545359115573595e-05,12,5.430107179652064,0.1,54,0.0029233288465883
5.35839,2.405834867748944e-06,2.405834867748944e-06,4.811669735497888e-06,8,5.430107179652064,0.1,54,0.0005526172549399
0.0,0.998415819689824,0.998415819689824,1.996831639379648,1,10.860214359304129,0.05,54,0.0
3.093668,0.0002353686807104,0.0002353686807104,0.0004707373614209,6,10.860214359304129,0.05,54,0.0135159735644236
4.375107,1.272679558059709e-05,1.272679558059709e-05,2.5453591161194177e-05,12,10.860214359304129,0.05,54,0.0029233288472152
5.35839,2.4058348682648475e-06,2.4058348682648475e-06,4.811669736529695e-06,8,10.860214359304129,0.05,54,0.0005526172550584
0.0,0.998415819689824,0.998415819689824,1.996831639379648,1,27.150535898260323,0.02,54,0.0
3.093668,0.0002353686807104,0.0002353686807104,0.0004707373614209,6,27.150535898260323,0.02,54,0.0135159735644236
4.375107,1.272679558059709e-05,1.272679558059709e-05,2.5453591161194177e-05,12,27.150535898260323,0.02,54,0.0029233288472152
5.35839,2.4058348682648475e-06,2.4058348682648475e-06,4.811669736529695e-06,8,27.150535898260323,0.02,54,0.0005526172550584
0.0,0.031231311138947,0.031231311138947,0.062462622277894,1,0.002715053589826,200.0,66,0.0
3.093668,0.03083402071462,0.03083402071462,0.06166804142924,6,0.002715053589826,200.0,66,1.770634086088855
4.375107,0.030441639256686,0.030441639256686,0.0608832785133721,12,0.002715053589826,200.0,66,6.992406032769446
5.35839,0.0300542692220174,0.0300542692220174,0.0601085384440348,8,0.002715053589826,200.0,66,6.903427986409492
6.187335,0.0296717899528267,0.0296717899528267,0.0593435799056534,6,0.002715053589826,200.0,66,6.815571175697134
0.0,0.0321816536132525,0.0321816536132525,0.0643633072265051,1,0.005430107179652,100.0,66,0.0
3.093668,0.031368398592384,0.031368398592384,0.0627367971847681,6,0.005430107179652,100.0,66,1.8013205701506687
4.375107,0.030575243670792,0.030575243670792,0.0611504873415841,12,0.005430107179652,100.0,66,7.023094797698368
5.35839,0.0298020263907856,0.0298020263907856,0.0596040527815713,8,0.005430107179652,100.0,66,6.845488124101313
6.187335,0.0290481366094421,0.0290481366094421,0.0580962732188842,6,0.005430107179652,100.0,66,6.672318821944398
0.0,0.0341496487372636,0.0341496487372636,0.0682992974745272,1,0.0108602143593041,50.0,66,0.0
3.093668,0.0324467435808211,0.0324467435808211,0.0648934871616422,6,0.0108602143593041,50.0,66,1.8632441970030176
4.375107,0.0308271612566648,0.0308271612566648,0.0616543225133296,12,0.0108602143593041,50.0,66,7.080959948532204
5.35839,0.0292875778749236,0.0292875778749236,0.0585751557498473,8,0.0108602143593041,50.0,66,6.727319944541429
6.187335,0.0278238886164069,0.0278238886164069,0.0556477772328139,6,0.0108602143593041,50.0,66,6.391110666100048
0.0,0.0406114829014339,0.0406114829014339,0.0812229658028678,1,0.0271505358982603,20.0,66,0.0
3.093668,0.0357476278874105,0.0357476278874105,0.0714952557748211,6,0.0271505358982603,20.0,66,2.052796455580563
4.375107,0.0314562056705451,0.0314562056705451,0.0629124113410903,12,0.0271505358982603,20.0,66,7.225450654745758
5.35839,0.027673485628008,0.027673485628008,0.055346971256016,8,0.0271505358982603,20.0,66,6.356564977661685
6.187335,0.0243400661172493,0.0243400661172493,0.0486801322344986,6,0.0271505358982603,20.0,66,5.590881214346262
0.0,0.0533561491215801,0.0533561491215801,0.1067122982431602,1,0.0543010717965206,10.0,66,0.0
3.093668,0.0413904253470675,0.0413904253470675,0.082780850694135,6,0.0543010717965206,10.0,66,2.376832351367154
4.375107,0.0320613552524855,0.0320613552524855,0.064122710504971,12,0.0543010717965206,10.0,66,7.364452748286376
5.35839,0.0248094134214398,0.0248094134214398,0.0496188268428796,8,0.0543010717965206,10.0,66,5.698691180103642
6.187335,0.0191816213991115,0.0191816213991115,0.0383632427982231,6,0.0543010717965206,10.0,66,4.405993238654133
0.0,0.0868494606805791,0.0868494606805791,0.1736989213611582,1,0.1086021435930413,5.0,66,0.0
3.093668,0.0525724828244702,0.0525724828244702,0.1051449656489405,6,0.1086021435930413,5.0,66,3.0189585374180745
4.375107,0.0315810679816949,0.0315810679816949,0.0631621359633899,12,0.1086021435930413,5.0,66,7.254131369683198
5.35839,0.018890277987219,0.018890277987219,0.0377805559744381,8,0.1086021435930413,5.0,66,4.33907318673009
6.187335,0.0112701004490844,0.0112701004490844,0.0225402008981688,6,0.1086021435930413,5.0,66,2.588727268901201
0.0,0.2464003750839349,0.2464003750839349,0.4928007501678698,1,0.2715053589826032,2.0,66,0.0
3.093668,0.0746784678859146,0.0746784678859147,0.1493569357718293,6,0.2715053589826032,2.0,66,4.288387880371243
4.375107,0.0208655931085638,0.0208655931085638,0.0417311862171277,12,0.2715053589826032,2.0,66,4.7928003449285255
5.35839,0.0057207230848992,0.0057207230848992,0.0114414461697984,8,0.2715053589826032,2.0,66,1.3140429253179184
6.187335,0.0015626526031027,0.0015626526031027,0.0031253052062055,6,0.2715053589826032,2.0,66,0.3589392502531114
0.0,0.5668938691479939,0.5668938691479937,1.1337877382959876,1,0.5430107179652065,1.0,66,0.0
3.093668,0.0623016264626931,0.0623016264626931,0.1246032529253863,6,0.5430107179652065,1.0,66,3.5776515964171516
4.375107,0.0046930243742989,0.0046930243742989,0.0093860487485978,12,0.5430107179652065,1.0,66,1.0779817627453965
5.35839,0.0003505576921587,0.0003505576921587,0.0007011153843174,8,0.5430107179652065,1.0,66,0.0805226626880278
6.187335,2.9269674498482373e-05,2.9269674498482417e-05,5.8539348996964794e-05,6,0.5430107179652065,1.0,66,0.0067232057840477
0.0,0.9331551720556184,0.9331551720556184,1.866310344111237,1,1.086021435930413,0.5,66,0.0
3.093668,0.0109919057172299,0.0109919057172299,0.0219838114344599,6,1.086021435930413,0.5,66,0.6312067801386056
4.375107,7.208045493364039e-05,7.208045493364052e-05,0.0001441609098672,12,1.086021435930413,0.5,66,0.0165567893263847
5.35839,2.698726291183837e-06,2.698726291183835e-06,5.397452582367671e-06,8,1.086021435930413,0.5,66,0.00061989404795
6.187335,1.139722439512284e-06,1.1397224395122866e-06,2.2794448790245707e-06,6,1.086021435930413,0.5,66,0.0002617927472317
0.0,0.9983824387449416,0.9983824387449416,1.9967648774898832,1,2.715053589826032,0.2,66,0.0
3.093668,0.000240375685032,0.000240375685032,0.0004807513700641,6,2.715053589826032,0.2,66,0.0138034992362487
4.375107,1.265892509817954e-05,1.265892509817954e-05,2.531785019635908e-05,12,2.715053589826032,0.2,66,0.0029077390832507
5.35839,2.3892581503380968e-06,2.3892581503380968e-06,4.7785163006761935e-06,8,2.715053589826032,0.2,66,0.000548809603719
6.187335,7.143297015983954e-07,7.143297015983954e-07,1.4286594031967907e-06,6,2.715053589826032,0.2,66,0.0001640805941231
0.0,0.9984170054427108,0.9984170054427108,1.9968340108854217,1,5.430107179652064,0.1,66,0.0
3.093668,0.0002346160512972,0.0002346160512972,0.0004692321025944,6,5.430107179652064,0.1,66,0.0134727540535599
4.375107,1.2658245995632022e-05,1.2658245995632022e-05,2.5316491991264043e-05,12,5.430107179652064,0.1,66,0.0029075830942545
5.35839,2.389316714097528e-06,2.389316714097528e-06,4.778633428195056e-06,8,5.430107179652064,0.1,66,0.0005488230557412
6.187335,7.141272915348956e-07,7.141272915348956e-07,1.4282545830697911e-06,6,5.430107179652064,0.1,66,0.0001640341007974
0.0,0.998417005549987,0.998417005549987,1.996834011099974,1,10.860214359304129,0.05,66,0.0
3.093668,0.0002346160334272,0.0002346160334272,0.0004692320668545,6,10.860214359304129,0.05,66,0.0134727530273839
4.375107,1.265824599835531e-05,1.265824599835531e-05,2.531649199671062e-05,12,10.860214359304129,0.05,66,0.0029075830948801
5.35839,2.389316714611565e-06,2.389316714611565e-06,4.778633429223129e-06,8,10.860214359304129,0.05,66,0.0005488230558592
6.187335,7.141272916885325e-07,7.141272916885325e-07,1.428254583377065e-06,6,10.860214359304129,0.05,66,0.0001640341008327
0.0,0.998417005549987,0.998417005549987,1.996834011099974,1,27.150535898260323,0.02,66,0.0
3.093668,0.0002346160334272,0.0002346160334272,0.0004692320668545,6,27.150535898260323,0.02,66,0.0134727530273839
4.375107,1.265824599835531e-05,1.265824599835531e-05,2.531649199671062e-05,12,27.150535898260323,0.02,66,0.0029075830948801
5.35839,2.389316714611565e-06,2.389316714611565e-06,4.778633429223129e-06,8,27.150535898260323,0.02,66,0.0005488230558592
6.187335,7.141272916885325e-07,7.141272916885325e-07,1.428254583377065e-06,6,27.150535898260323,0.02,66,0.0001640341008327
0.0,0.0183432150936727,0.0183432150936727,0.0366864301873454,1,0.002715053589826,200.0,114,0.0
3.093668,0.0181084683789069,0.0181084683789069,0.0362169367578138,6,0.002715053589826,200.0,114,1.0398731860276598
4.375107,0.0178766798122309,0.0178766798122309,0.0357533596244618,12,0.002715053589826,200.0,114,4.106250741325522
5.35839,0.0176477862776124,0.0176477862776124,0.0352955725552249,8,0.002715053589826,200.0,114,4.053674397705594
6.187335,0.0174219352628766,0.0174219352628766,0.0348438705257532,6,0.002715053589826,200.0,114,4.001795644661186
6.917651,0.0171988297953314,0.0171988297953314,0.0343976595906629,24,0.002715053589826,200.0,114,19.75274403125812
0.0,0.0191711796572759,0.0191711796572759,0.0383423593145519,1,0.005430107179652,100.0,114,0.0
3.093668,0.0186837969664134,0.0186837969664134,0.0373675939328268,6,0.005430107179652,100.0,114,1.0729112519084845
4.375107,0.0182086536913186,0.0182086536913186,0.0364173073826373,12,0.005430107179652,100.0,114,4.182504721450626
5.35839,0.0177453950318438,0.0177453950318438,0.0354907900636877,8,0.005430107179652,100.0,114,4.076095006262129
6.187335,0.0172940923733974,0.0172940923733974,0.0345881847467948,6,0.005430107179652,100.0,114,3.972430300880526
6.917651,0.0168539366563868,0.0168539366563868,0.0337078733127736,24,0.005430107179652,100.0,114,19.356636506921813
0.0,0.0209150715879666,0.0209150715879666,0.0418301431759333,1,0.0108602143593041,50.0,114,0.0
3.093668,0.0198658782796311,0.0198658782796311,0.0397317565592623,6,0.0108602143593041,50.0,114,1.140791905070256
4.375107,0.0188687427667407,0.0188687427667407,0.0377374855334815,12,0.0108602143593041,50.0,114,4.334126347153098
5.35839,0.0179210244211171,0.0179210244211171,0.0358420488422342,8,0.0108602143593041,50.0,114,4.116436856938604
6.187335,0.0170210339609436,0.0170210339609436,0.0340420679218872,6,0.0108602143593041,50.0,114,3.909709142225767
6.917651,0.0161654310999482,0.0161654310999482,0.0323308621998965,24,0.0108602143593041,50.0,114,18.56589235849599
0.0,0.0268856047471737,0.0268856047471737,0.0537712094943474,1,0.0271505358982603,20.0,114,0.0
3.093668,0.0236468607111811,0.0236468607111811,0.0472937214223624,6,0.0271505358982603,20.0,114,1.3579136497226263
4.375107,0.0207939680449921,0.0207939680449921,0.0415879360899842,12,0.0271505358982603,20.0,114,4.77634815842195
5.35839,0.0182816300945398,0.0182816300945398,0.0365632601890797,8,0.0271505358982603,20.0,114,4.199267528334223
6.187335,0.0160716288363739,0.0160716288363739,0.0321432576727479,6,0.0271505358982603,20.0,114,3.691632032238016
6.917651,0.0141259500279696,0.0141259500279696,0.0282519000559392,24,0.0271505358982603,20.0,114,16.223561627231653
0.0,0.0394822508992999,0.0394822508992999,0.0789645017985998,1,0.0543010717965206,10.0,114,0.0
3.093668,0.0305807090761738,0.0305807090761738,0.0611614181523477,6,0.0543010717965206,10.0,114,1.7560877437358084
4.375107,0.023661071009094,0.023661071009094,0.047322142018188,12,0.0543010717965206,10.0,114,5.434918082784818
5.35839,0.0182916223940402,0.0182916223940402,0.0365832447880805,8,0.0543010717965206,10.0,114,4.20156274701049
6.187335,0.0141342059779348,0.0141342059779348,0.0282684119558696,6,0.0543010717965206,10.0,114,3.246608546627352
6.917651,0.0109151011464415,0.0109151011464415,0.0218302022928831,24,0.0543010717965206,10.0,114,12.535922593959066
0.0,0.0750593625750017,0.0750593625750017,0.1501187251500034,1,0.1086021435930413,5.0,114,0.0
3.093668,0.0453242313874276,0.0453242313874276,0.0906484627748552,6,0.1086021435930413,5.0,114,2.602729944405392
4.375107,0.0271912535256763,0.0271912535256763,0.0543825070513526,12,0.1086021435930413,5.0,114,6.245796541647893
5.35839,0.0162496901960647,0.0162496901960647,0.0324993803921295,8,0.1086021435930413,5.0,114,3.732533479397221
6.187335,0.0096930642232703,0.0096930642232703,0.0193861284465407,6,0.1086021435930413,5.0,114,2.2264841194054465
6.917651,0.0057726791618406,0.0057726791618406,0.0115453583236813,24,0.1086021435930413,5.0,114,6.6298844290771575
0.0,0.2440833558994881,0.2440833558994883,0.4881667117989765,1,0.2715053589826032,2.0,114,0.0
3.093668,0.0739009284169223,0.0739009284169223,0.1478018568338447,6,0.2715053589826032,2.0,114,4.243737917273032
4.375107,0.020650701861143,0.020650701861143,0.041301403722286,12,0.2715053589826032,2.0,114,4.743440097203854
5.35839,0.0056602452586612,0.0056602452586612,0.0113204905173225,8,0.2715053589826032,2.0,114,1.3001512444015066
6.187335,0.0015481328417936,0.0015481328417936,0.0030962656835872,6,0.2715053589826032,2.0,114,0.3556040801533616
6.917651,0.000422162172717,0.000422162172717,0.0008443243454341,24,0.2715053589826032,2.0,114,0.4848505064933957
0.0,0.566810298802007,0.5668102988020074,1.1336205976040143,1,0.5430107179652065,1.0,114,0.0
3.093668,0.06229813014354,0.0622981301435399,0.12459626028708,6,0.5430107179652065,1.0,114,3.5774508213730623
4.375107,0.0046964511315239,0.0046964511315239,0.0093929022630478,12,0.5430107179652065,1.0,114,1.0787688845456014
5.35839,0.0003506315170676,0.0003506315170676,0.0007012630341352,8,0.5430107179652065,1.0,114,0.0805396201771102
6.187335,2.9385179780255953e-05,2.9385179780255916e-05,5.877035956051187e-05,6,0.5430107179652065,1.0,114,0.0067497371955449
6.917651,2.5893143017511937e-06,2.58931430175119e-06,5.178628603502384e-06,24,0.5430107179652065,1.0,114,0.002973810615467
0.0,0.9331424305298976,0.933142430529898,1.8662848610597955,1,1.086021435930413,0.5,114,0.0
3.093668,0.0109928874038684,0.0109928874038684,0.0219857748077369,6,1.086021435930413,0.5,114,0.6312631531896594
4.375107,7.207614461276063e-05,7.207614461276059e-05,0.0001441522892255,12,1.086021435930413,0.5,114,0.0165557992511305
5.35839,2.657918502321985e-06,2.6579185023219784e-06,5.3158370046439635e-06,8,1.086021435930413,0.5,114,0.000610520549975
6.187335,1.1308231599329533e-06,1.1308231599329478e-06,2.261646319865901e-06,6,1.086021435930413,0.5,114,0.0002597485944023
6.917651,3.034507865862969e-07,3.034507865862966e-07,6.069015731725934e-07,24,1.086021435930413,0.5,114,0.000348511252501
0.0,0.9983855667682846,0.9983855667682846,1.9967711335365692,1,2.715053589826032,0.2,114,0.0
3.093668,0.0002391053514396,0.0002391053514396,0.0004782107028793,6,2.715053589826032,0.2,114,0.0137305507232999
4.375107,1.2495836019653589e-05,1.2495836019653589e-05,2.4991672039307177e-05,12,2.715053589826032,0.2,114,0.0028702777281986
5.35839,2.3475925282939693e-06,2.3475925282939693e-06,4.695185056587938e-06,8,2.715053589826032,0.2,114,0.0005392390625368
6.187335,6.926055216406974e-07,6.926055216406974e-07,1.3852110432813947e-06,6,2.715053589826032,0.2,114,0.0001590905785235
6.917651,2.881130011494298e-07,2.881130011494298e-07,5.762260022988596e-07,24,2.715053589826032,0.2,114,0.0003308959057974
0.0,0.9984201457752002,0.9984201457752002,1.9968402915504004,1,5.430107179652064,0.1,114,0.0
3.093668,0.0002333437508385,0.0002333437508385,0.0004666875016771,6,5.430107179652064,0.1,114,0.013399692593923
4.375107,1.2495122178056222e-05,1.2495122178056222e-05,2.4990244356112445e-05,12,5.430107179652064,0.1,114,0.0028701137596866
5.35839,2.3476503004965495e-06,2.3476503004965495e-06,4.695300600993099e-06,8,5.430107179652064,0.1,114,0.0005392523327393
6.187335,6.923987486379323e-07,6.923987486379323e-07,1.3847974972758644e-06,6,5.430107179652064,0.1,114,0.0001590430830363
6.917651,2.88110776665655e-07,2.88110776665655e-07,5.762215533313099e-07,24,5.430107179652064,0.1,114,0.0003308933509923
0.0,0.9984201458824972,0.9984201458824972,1.9968402917649943,1,10.860214359304129,0.05,114,0.0
3.093668,0.0002333437329652,0.0002333437329652,0.0004666874659305,6,10.860214359304129,0.05,114,0.0133996915675543
4.375107,1.2495122180744902e-05,1.2495122180744902e-05,2.4990244361489803e-05,12,10.860214359304129,0.05,114,0.0028701137603042
5.35839,2.3476503010017127e-06,2.3476503010017127e-06,4.6953006020034254e-06,8,10.860214359304129,0.05,114,0.0005392523328554
6.187335,6.923987487869215e-07,6.923987487869215e-07,1.384797497573843e-06,6,10.860214359304129,0.05,114,0.0001590430830706
6.917651,2.881107767276501e-07,2.881107767276501e-07,5.762215534553002e-07,24,10.860214359304129,0.05,114,0.0003308933510635
0.0,0.9984201458824972,0.9984201458824972,1.9968402917649943,1,27.150535898260323,0.02,114,0.0
3.093668,0.0002333437329652,0.0002333437329652,0.0004666874659305,6,27.150535898260323,0.02,114,0.0133996915675543
4.375107,1.2495122180744902e-05,1.2495122180744902e-05,2.4990244361489803e-05,12,27.150535898260323,0.02,114,0.0028701137603042
5.35839,2.3476503010017127e-06,2.3476503010017127e-06,4.6953006020034254e-06,8,27.150535898260323,0.02,114,0.0005392523328554
6.187335,6.923987487869215e-07,6.923987487869215e-07,1.384797497573843e-06,6,27.150535898260323,0.02,114,0.0001590430830706
6.917651,2.881107767276501e-07,2.881107767276501e-07,5.762215534553002e-07,24,27.150535898260323,0.02,114,0.0003308933510635
0.0,0.0130343152166815,0.0130343152166815,0.0260686304333631,1,0.002715053589826,200.0,162,0.0
3.093668,0.0128670933537534,0.0128670933537534,0.0257341867075068,6,0.002715053589826,200.0,162,0.7388888491678465
4.375107,0.0127019986559324,0.0127019986559324,0.0254039973118648,12,0.002715053589826,200.0,162,2.9176330249844757
5.35839,0.012539007885635,0.012539007885635,0.02507801577127,8,0.002715053589826,200.0,162,2.880194401668818
6.187335,0.0123780873217256,0.0123780873217256,0.0247561746434512,6,0.002715053589826,200.0,162,2.843230398110123
6.917651,0.0122192202152396,0.0122192202152396,0.0244384404304793,24,0.002715053589826,200.0,162,14.033694852816172
7.577907,0.0120623861920175,0.0120623861920175,0.0241247723840351,24,0.002715053589826,200.0,162,16.624286418665594
0.0,0.0137542083244228,0.0137542083244228,0.0275084166488456,1,0.005430107179652,100.0,162,0.0
3.093668,0.0134036606626882,0.0134036606626882,0.0268073213253765,6,0.005430107179652,100.0,162,0.7697010606362829
